param_model__C,param_model__kernel,param_model__gamma,mean_all_datasets_test_score,std_all_datasets_test_score
1.233265306122449,rbf,3.051551020408163,0.8532179173273622,0.04659070071824116
8.368979591836734,linear,5.704204081632653,0.8265076186100877,0.019142079381211378
2.4565306122448978,sigmoid,2.521020408163265,0.5768247460969674,0.09236218962309263
9.184489795918367,sigmoid,2.255755102040816,0.5652225401928532,0.07925647214937898
8.572857142857142,sigmoid,0.1336326530612245,0.7890421071084663,0.058697374872788456
4.0875510204081635,linear,1.7252244897959181,0.8218452504983471,0.0287514868801589
9.592244897959183,linear,6.367367346938775,0.8272607237824308,0.01795746798368456
1.8448979591836736,linear,4.245244897959184,0.8145107135547385,0.04284229208225898
6.941836734693878,linear,4.377877551020409,0.8260130048909727,0.02146222797297285
8.368979591836734,linear,3.7147142857142854,0.8265076186100877,0.019142079381211378
5.718571428571428,sigmoid,5.041040816326531,0.6120645129429214,0.12218555421152656
7.961224489795918,linear,3.1841836734693874,0.8266761812361698,0.019992909729873304
8.165102040816327,linear,1.1946938775510203,0.8262637283019411,0.01938621970888556
2.4565306122448978,sigmoid,2.1231224489795917,0.5830888273683108,0.06763457128624586
0.41775510204081634,linear,5.704204081632653,0.7978861484709256,0.07527905569875645
0.01,sigmoid,4.377877551020409,0.6935831565951007,0.08497238235729343
6.330204081632653,linear,2.521020408163265,0.8252420914949505,0.022367147022034746
0.6216326530612245,linear,0.6641632653061225,0.8020278541471375,0.06643296168811913
5.514693877551021,rbf,3.4494489795918364,0.8581418811074142,0.04443663188974062
6.534081632653061,rbf,1.1946938775510203,0.8559325876982296,0.04316884672509849
4.6991836734693875,linear,2.3883877551020407,0.8226804335664532,0.026664411737646367
9.184489795918367,rbf,0.6641632653061225,0.8535583515721132,0.043131224248409684
3.679795918367347,linear,3.4494489795918364,0.8208151091391832,0.030280916105077316
5.310816326530612,linear,3.7147142857142854,0.8238063766841908,0.024902664292452775
6.941836734693878,rbf,6.102102040816327,0.8579726960048966,0.04621739885827053
0.6216326530612245,linear,5.571571428571429,0.8020278541471375,0.06643296168811913
5.922448979591836,sigmoid,5.041040816326531,0.6119467823713189,0.12206156117334685
9.592244897959183,rbf,3.9799795918367344,0.8585419786110495,0.04518278462200031
8.980612244897959,linear,1.5925918367346936,0.8270911734260245,0.01855459962576576
4.0875510204081635,sigmoid,0.531530612244898,0.6893649544245213,0.04773486408376315
4.291428571428571,linear,4.245244897959184,0.8222782176524006,0.02809352704881895
7.349591836734694,linear,4.5105102040816325,0.8260811641244342,0.02075406665282118
9.592244897959183,linear,5.438938775510204,0.8272607237824308,0.01795746798368456
6.1263265306122445,linear,0.39889795918367343,0.8249967023048788,0.022735851968976765
4.6991836734693875,rbf,3.582081632653061,0.8576410649458953,0.04471496688272032
2.4565306122448978,rbf,2.521020408163265,0.8554055686176034,0.044844363942843635
4.6991836734693875,rbf,1.3273265306122448,0.855558460780173,0.043556950592402124
0.6216326530612245,rbf,3.84734693877551,0.8499331055330401,0.049972312169850146
7.961224489795918,rbf,1.7252244897959181,0.857162925712397,0.04353441711997705
6.737959183673469,sigmoid,1.1946938775510203,0.6156195688657823,0.0725989274823164
9.592244897959183,rbf,4.245244897959184,0.8584643448395743,0.04544134528483691
4.495306122448979,linear,3.582081632653061,0.822619498982722,0.027495512353586164
3.068163265306122,rbf,0.6641632653061225,0.8467587032353724,0.04822725599060111
2.2526530612244895,rbf,6.367367346938775,0.8560342567591009,0.04640098225236446
2.2526530612244895,rbf,3.316816326530612,0.8559457964344805,0.04532333302532252
4.0875510204081635,linear,5.969469387755102,0.8218452504983471,0.0287514868801589
4.0875510204081635,rbf,3.582081632653061,0.8574101218229573,0.044849239868218135
0.01,linear,5.836836734693878,0.7649389550823821,0.09808895665712399
1.437142857142857,linear,6.102102040816327,0.8118605750801864,0.04840905924369641
9.184489795918367,rbf,5.041040816326531,0.8582501578905941,0.04594052292473105
5.514693877551021,sigmoid,0.266265306122449,0.7455610678975475,0.04716713354547428
0.6216326530612245,sigmoid,4.5105102040816325,0.6133206230969908,0.1190228102210847
7.145714285714286,linear,6.102102040816327,0.8261355685348591,0.021193478231063243
3.679795918367347,rbf,5.30630612244898,0.8576983457683653,0.045331439854695156
3.883673469387755,sigmoid,1.4599591836734693,0.5991943656667974,0.07491205865722937
0.8255102040816327,rbf,5.969469387755102,0.8526689588150385,0.048090276015562566
3.679795918367347,rbf,5.836836734693878,0.8572023950082677,0.045863594665836185
5.106938775510204,rbf,3.051551020408163,0.857964399138655,0.04433568193781396
9.592244897959183,rbf,4.112612244897959,0.8586485785497722,0.045193263938024454
0.8255102040816327,rbf,0.001,0.764617289591626,0.09907254803802003
2.660408163265306,rbf,3.4494489795918364,0.8564354320360776,0.04524755922356407
5.718571428571428,sigmoid,3.9799795918367344,0.5969416802605427,0.09085222798420822
2.864285714285714,sigmoid,1.5925918367346936,0.6006738154595733,0.07092256042208121
2.2526530612244895,sigmoid,6.234734693877551,0.6003613711237313,0.11799210771894307
8.165102040816327,sigmoid,5.30630612244898,0.6066420941235298,0.13225675796600772
5.514693877551021,linear,0.39889795918367343,0.8241193399500844,0.024324647573783165
2.2526530612244895,rbf,0.9294285714285714,0.8475652530071653,0.04843939344062944
5.310816326530612,sigmoid,3.4494489795918364,0.5621282304168637,0.09247472949849848
8.77673469387755,rbf,4.377877551020409,0.8585708499480047,0.04530719272139352
8.980612244897959,rbf,5.836836734693878,0.8582248814594741,0.046272021648902845
4.495306122448979,sigmoid,5.969469387755102,0.5913443906296013,0.14005272875786967
9.592244897959183,rbf,5.041040816326531,0.8583394719362725,0.04593071882235115
8.572857142857142,sigmoid,0.9294285714285714,0.6333633829943505,0.06888097069803067
6.737959183673469,linear,5.571571428571429,0.8258961754325743,0.021807019915413603
0.21387755102040817,sigmoid,4.377877551020409,0.6288933286074128,0.10781528312278313
0.01,sigmoid,2.786285714285714,0.7254872353755448,0.06952431356510391
0.41775510204081634,linear,0.7967959183673469,0.7978861484709256,0.07527905569875645
8.368979591836734,rbf,1.5925918367346936,0.8571631176145547,0.043328434650222375
0.41775510204081634,linear,4.775775510204082,0.7978861484709256,0.07527905569875645
3.068163265306122,sigmoid,5.438938775510204,0.6014815626485147,0.12834063679134938
4.495306122448979,rbf,6.102102040816327,0.8573148457906439,0.046052663255309385
0.8255102040816327,rbf,5.836836734693878,0.8528111537883701,0.04799081721543726
8.77673469387755,linear,4.377877551020409,0.8267477902474936,0.01862571778145435
6.737959183673469,rbf,0.001,0.7695493771828292,0.09799247651590234
0.01,rbf,2.6536530612244897,0.7867828695877835,0.10170189293197954
2.660408163265306,sigmoid,1.1946938775510203,0.617538557124532,0.0718142827118393
7.349591836734694,rbf,4.775775510204082,0.8584011411988962,0.04539786418887781
3.679795918367347,linear,3.582081632653061,0.8208151091391832,0.030280916105077316
3.883673469387755,linear,4.112612244897959,0.8214485996388234,0.02958395676119087
9.796122448979592,sigmoid,0.39889795918367343,0.7059489296585645,0.04245743543438718
2.660408163265306,rbf,5.704204081632653,0.8565941531411785,0.04592762075008689
6.1263265306122445,linear,2.3883877551020407,0.8249967023048788,0.022735851968976765
2.2526530612244895,sigmoid,2.255755102040816,0.5689728522181197,0.08015161136609357
6.1263265306122445,sigmoid,3.7147142857142854,0.5701637621554784,0.07555463008070737
1.233265306122449,rbf,5.438938775510204,0.8548780727814798,0.04661625919484121
7.553469387755102,sigmoid,5.704204081632653,0.5937864568887088,0.14059874531749786
2.864285714285714,rbf,0.39889795918367343,0.838444620737992,0.05360803548852395
9.184489795918367,rbf,5.704204081632653,0.8582675591156679,0.04623152094938236
4.495306122448979,linear,3.4494489795918364,0.822619498982722,0.027495512353586164
4.495306122448979,sigmoid,4.908408163265307,0.6054021902220528,0.13070577508314446
0.41775510204081634,rbf,0.7967959183673469,0.8225243599913585,0.07629308200765147
3.068163265306122,rbf,0.001,0.7631861632697987,0.09825823830095137
1.233265306122449,linear,4.245244897959184,0.8101983532516074,0.05165557144192458
0.6216326530612245,rbf,0.9294285714285714,0.8317015016656992,0.06573692794035917
3.2720408163265304,linear,1.9904897959183672,0.8200992676871508,0.03246888185691272
2.2526530612244895,sigmoid,6.102102040816327,0.6009879802284757,0.11798320995124904
5.922448979591836,rbf,4.643142857142857,0.8583193536970136,0.045103581195875604
2.2526530612244895,linear,0.9294285714285714,0.8166655818302924,0.03920617362850149
7.961224489795918,sigmoid,1.8578571428571427,0.594796920330041,0.06671937468887047
7.145714285714286,rbf,6.5,0.8579140932439947,0.046372991206987416
8.165102040816327,sigmoid,2.255755102040816,0.5653345561443057,0.07919615584354465
7.553469387755102,sigmoid,2.521020408163265,0.5720927938181541,0.09096231870492075
6.1263265306122445,rbf,5.173673469387755,0.8579570977819256,0.04568664895259779
0.8255102040816327,rbf,1.0620612244897958,0.8385638745117332,0.05841953479426377
6.330204081632653,linear,3.9799795918367344,0.8252420914949505,0.022367147022034746
9.592244897959183,sigmoid,1.3273265306122448,0.6073536572043121,0.07311931269112254
7.553469387755102,rbf,2.3883877551020407,0.8583972865443436,0.04374186545144824
4.495306122448979,sigmoid,0.1336326530612245,0.7893290903837904,0.06404492719493829
9.796122448979592,sigmoid,6.234734693877551,0.6050896974345286,0.12113890143550991
6.330204081632653,rbf,0.9294285714285714,0.8540804406407199,0.043612848732875104
6.941836734693878,rbf,5.704204081632653,0.8581515240984419,0.04597429058730829
9.184489795918367,sigmoid,5.969469387755102,0.5921088992143715,0.14129863448701677
9.388367346938775,sigmoid,5.704204081632653,0.5985125689985391,0.14478381754542796
4.495306122448979,sigmoid,5.30630612244898,0.6022864200661493,0.12855072534955683
2.4565306122448978,linear,0.1336326530612245,0.8175202197218144,0.03772922384807775
1.437142857142857,sigmoid,6.5,0.6068537597050553,0.12278498963028356
5.514693877551021,sigmoid,4.775775510204082,0.6211945826846244,0.11334433456446139
8.368979591836734,rbf,2.521020408163265,0.8585319336043776,0.04388731017662577
7.553469387755102,sigmoid,5.041040816326531,0.6111440697525861,0.12088062952917777
1.233265306122449,rbf,3.582081632653061,0.8536301496194678,0.046595119886006925
0.41775510204081634,linear,4.112612244897959,0.7978861484709256,0.07527905569875645
8.980612244897959,sigmoid,0.7967959183673469,0.6434755960381131,0.06732718266194337
3.068163265306122,linear,2.6536530612244897,0.8193736169879331,0.033515724721225
4.291428571428571,sigmoid,2.255755102040816,0.566249052521233,0.07872376677678146
2.2526530612244895,linear,3.582081632653061,0.8166655818302924,0.03920617362850149
2.2526530612244895,rbf,3.582081632653061,0.8559835166506043,0.04548502843565354
4.0875510204081635,linear,5.571571428571429,0.8218452504983471,0.0287514868801589
5.922448979591836,rbf,0.1336326530612245,0.8305530421062374,0.05764414991899652
9.796122448979592,linear,0.266265306122449,0.8278867136110211,0.018034083087485223
6.534081632653061,rbf,5.969469387755102,0.8578265371942844,0.046229686611121174
3.883673469387755,rbf,2.255755102040816,0.8564864405186465,0.04416570497641995
9.388367346938775,linear,6.367367346938775,0.8272611687097355,0.018174770451683555
0.01,rbf,1.5925918367346936,0.782014805127693,0.10175641587177812
0.6216326530612245,rbf,5.969469387755102,0.8512487705438962,0.049176881401750784
5.922448979591836,rbf,1.0620612244897958,0.8546866186971216,0.04347061926307299
0.6216326530612245,rbf,0.266265306122449,0.8098367261739434,0.0883373943436862
3.068163265306122,rbf,6.5,0.8568152995314683,0.046124811059031524
2.2526530612244895,linear,1.1946938775510203,0.8166655818302924,0.03920617362850149
6.941836734693878,linear,5.041040816326531,0.8260130048909727,0.02146222797297285
0.01,sigmoid,4.112612244897959,0.6910981858981399,0.07564726155035091
3.2720408163265304,sigmoid,6.102102040816327,0.6009031034151836,0.11796680460301524
0.21387755102040817,rbf,0.7967959183673469,0.8123053685661723,0.08881749270362853
2.0487755102040817,linear,4.775775510204082,0.8161517328199632,0.041172143651735986
2.660408163265306,linear,6.367367346938775,0.8184552011135316,0.036325023591763414
8.980612244897959,linear,0.531530612244898,0.8270911734260245,0.01855459962576576
1.233265306122449,linear,6.234734693877551,0.8101983532516074,0.05165557144192458
3.883673469387755,linear,4.5105102040816325,0.8214485996388234,0.02958395676119087
8.980612244897959,sigmoid,4.775775510204082,0.6176562588273773,0.108368861174697
6.330204081632653,linear,2.1231224489795917,0.8252420914949505,0.022367147022034746
3.4759183673469387,linear,0.9294285714285714,0.8202551129836759,0.03120609074712318
9.388367346938775,rbf,3.582081632653061,0.8585239117512651,0.04490236238189469
3.883673469387755,sigmoid,3.84734693877551,0.591898902442122,0.09633758521945585
7.553469387755102,rbf,0.001,0.772048230214937,0.09852011941429387
5.718571428571428,linear,2.521020408163265,0.8242472479169176,0.023705931756642606
7.553469387755102,sigmoid,1.9904897959183672,0.586766573074268,0.07244430545849562
9.388367346938775,linear,2.3883877551020407,0.8272611687097355,0.018174770451683555
1.437142857142857,linear,5.571571428571429,0.8118605750801864,0.04840905924369641
5.922448979591836,sigmoid,0.7967959183673469,0.6447929075397716,0.06616519844463233
1.233265306122449,sigmoid,6.367367346938775,0.5999051535715691,0.11808045247201465
2.4565306122448978,sigmoid,5.571571428571429,0.5947328990417717,0.13993704551369004
8.368979591836734,linear,6.234734693877551,0.8265076186100877,0.019142079381211378
2.0487755102040817,sigmoid,6.234734693877551,0.6003950163467204,0.1180064697404975
3.2720408163265304,linear,3.582081632653061,0.8200992676871508,0.03246888185691272
1.029387755102041,sigmoid,2.1231224489795917,0.576184172992148,0.07615834465711101
1.233265306122449,linear,2.521020408163265,0.8101983532516074,0.05165557144192458
7.553469387755102,linear,2.6536530612244897,0.8262039097490363,0.020495944348389767
6.534081632653061,sigmoid,1.8578571428571427,0.5947535956171439,0.06687891314345536
5.922448979591836,linear,2.521020408163265,0.8246471263370285,0.02320591983791746
9.796122448979592,linear,1.1946938775510203,0.8278867136110211,0.018034083087485223
1.8448979591836736,sigmoid,0.001,0.7631229997744364,0.09716643442475507
0.21387755102040817,sigmoid,4.908408163265307,0.6107472659272905,0.13372828080934945
1.233265306122449,sigmoid,5.30630612244898,0.5992561041805515,0.12596225094784802
5.106938775510204,linear,0.6641632653061225,0.8236511402110636,0.02544595230658806
8.77673469387755,sigmoid,6.5,0.6010163215220947,0.11888699395348858
1.6410204081632653,linear,5.30630612244898,0.8139851629480173,0.04575282589082279
5.922448979591836,rbf,3.051551020408163,0.8581495585386978,0.044250071683856994
7.145714285714286,linear,3.84734693877551,0.8261355685348591,0.021193478231063243
7.553469387755102,rbf,5.173673469387755,0.8580373895646458,0.04590341500763188
4.0875510204081635,linear,1.4599591836734693,0.8218452504983471,0.0287514868801589
1.029387755102041,rbf,4.643142857142857,0.8537692474448865,0.04707639854610999
0.8255102040816327,linear,1.8578571428571427,0.8058708566778878,0.06056758360532196
9.388367346938775,sigmoid,2.255755102040816,0.5652048966818268,0.07926282142893701
4.495306122448979,rbf,1.5925918367346936,0.8560599482651197,0.04356842539935517
5.718571428571428,sigmoid,0.7967959183673469,0.6454226028890577,0.06671116472037497
3.068163265306122,sigmoid,0.9294285714285714,0.6375976438237321,0.06783437058766287
4.291428571428571,linear,4.775775510204082,0.8222782176524006,0.02809352704881895
9.388367346938775,rbf,3.84734693877551,0.858359941313335,0.04520800676528243
6.1263265306122445,sigmoid,5.30630612244898,0.6065732540425173,0.1320562929815708
3.4759183673469387,linear,4.245244897959184,0.8202551129836759,0.03120609074712318
8.165102040816327,sigmoid,5.438938775510204,0.6062046484807988,0.13255342731381117
2.2526530612244895,rbf,5.041040816326531,0.855752663353866,0.04630274053327031
1.437142857142857,rbf,5.173673469387755,0.8551207851358361,0.04643444528696654
1.437142857142857,linear,3.4494489795918364,0.8118605750801864,0.04840905924369641
4.495306122448979,linear,0.531530612244898,0.822619498982722,0.027495512353586164
1.437142857142857,sigmoid,1.9904897959183672,0.590038343328387,0.07096846231110265
9.796122448979592,rbf,5.704204081632653,0.8583809258896237,0.04621937992169134
4.495306122448979,rbf,6.234734693877551,0.8572171405699467,0.046186575068425245
5.310816326530612,sigmoid,0.531530612244898,0.6870570179786002,0.052036593505303035
3.883673469387755,linear,4.643142857142857,0.8214485996388234,0.02958395676119087
8.77673469387755,sigmoid,1.3273265306122448,0.6074513672904611,0.07308946937225119
7.961224489795918,linear,5.30630612244898,0.8266761812361698,0.019992909729873304
4.0875510204081635,sigmoid,2.1231224489795917,0.582053011547216,0.06836720947286684
9.184489795918367,linear,1.7252244897959181,0.8273695003169758,0.018465200725112388
8.165102040816327,linear,4.377877551020409,0.8262637283019411,0.01938621970888556
6.534081632653061,sigmoid,3.051551020408163,0.5713943136436952,0.08884602864748405
2.4565306122448978,sigmoid,3.7147142857142854,0.608580507638428,0.09905304429463248
4.903061224489796,sigmoid,3.051551020408163,0.5586481113365452,0.09965311536071604
0.8255102040816327,sigmoid,5.969469387755102,0.5925589970482451,0.1408262320738292
8.980612244897959,sigmoid,0.39889795918367343,0.7084559881126893,0.0400073575910127
9.184489795918367,rbf,2.521020408163265,0.8585070834780053,0.04395825200251325
1.437142857142857,sigmoid,3.9799795918367344,0.6157689312932447,0.1128076247434499
8.77673469387755,linear,3.7147142857142854,0.8267477902474936,0.01862571778145435
9.796122448979592,linear,4.245244897959184,0.8278867136110211,0.018034083087485223
7.145714285714286,rbf,5.969469387755102,0.8580086602045792,0.046196317797345496
0.01,rbf,3.4494489795918364,0.7884878986635934,0.10100691799205404
5.310816326530612,sigmoid,2.1231224489795917,0.5857102780845863,0.07649091074626706
8.572857142857142,rbf,4.377877551020409,0.858474192020029,0.04533356680559377
4.6991836734693875,sigmoid,3.84734693877551,0.5857853794830076,0.09059647729515015
3.2720408163265304,rbf,1.9904897959183672,0.8556547569655113,0.04422334787924944
0.6216326530612245,rbf,4.112612244897959,0.8501782526563648,0.04979379731789348
4.903061224489796,linear,3.7147142857142854,0.8233662246550679,0.02615060421611446
1.437142857142857,rbf,1.0620612244897958,0.8453124138984283,0.05138300806526382
8.572857142857142,linear,3.582081632653061,0.8272155719162146,0.019212975252138574
1.233265306122449,rbf,6.234734693877551,0.8545294898610027,0.04690294651081828
0.21387755102040817,sigmoid,3.4494489795918364,0.6448913297397405,0.12440540774058227
1.8448979591836736,sigmoid,2.6536530612244897,0.5645752620315461,0.11355586114505997
2.2526530612244895,sigmoid,1.8578571428571427,0.5916343491411099,0.07138565168115561
9.184489795918367,rbf,1.1946938775510203,0.8569513470677055,0.042684800450781366
8.77673469387755,linear,1.0620612244897958,0.8267477902474936,0.01862571778145435
8.572857142857142,sigmoid,2.3883877551020407,0.5700373590344296,0.09483845513079586
7.349591836734694,sigmoid,3.1841836734693874,0.5554730232764208,0.10179873784135608
1.029387755102041,sigmoid,5.041040816326531,0.6126510584671264,0.12180972562194974
1.029387755102041,sigmoid,0.9294285714285714,0.6476098208280348,0.06151464967770938
8.368979591836734,linear,5.041040816326531,0.8265076186100877,0.019142079381211378
5.718571428571428,sigmoid,4.775775510204082,0.6209134739260618,0.11294192360204372
5.106938775510204,sigmoid,0.1336326530612245,0.7890074577915034,0.061635158112359326
7.145714285714286,rbf,2.9189183673469388,0.8585561669780093,0.04400158005174459
6.330204081632653,rbf,3.9799795918367344,0.8582927761210726,0.044748846576953535
6.330204081632653,rbf,4.643142857142857,0.8582785727198884,0.045254041283441605
8.165102040816327,rbf,5.571571428571429,0.858110966796748,0.046195627674866804
5.514693877551021,sigmoid,0.1336326530612245,0.7888719165165496,0.060382137746263956
4.495306122448979,rbf,0.9294285714285714,0.8526513174343942,0.04431305515185484
4.0875510204081635,sigmoid,1.4599591836734693,0.5990470626826818,0.07480742687266796
7.553469387755102,linear,2.786285714285714,0.8262039097490363,0.020495944348389767
6.737959183673469,sigmoid,3.4494489795918364,0.5608862405007934,0.10360228979799498
0.6216326530612245,sigmoid,2.521020408163265,0.5795370190913769,0.0756851554067957
3.2720408163265304,linear,0.531530612244898,0.8200992676871508,0.03246888185691272
5.922448979591836,sigmoid,5.30630612244898,0.604299107371379,0.13048245939368563
8.165102040816327,sigmoid,5.704204081632653,0.5981639550646634,0.14421555314946471
1.233265306122449,linear,6.5,0.8101983532516074,0.05165557144192458
0.21387755102040817,linear,1.1946938775510203,0.7920060513083089,0.08701540337237555
5.310816326530612,sigmoid,0.266265306122449,0.7464311395023813,0.04769288609285957
4.0875510204081635,rbf,2.1231224489795917,0.8564753624381167,0.04403650055495712
3.4759183673469387,sigmoid,2.786285714285714,0.5575021863369511,0.10229372110095077
1.029387755102041,linear,3.4494489795918364,0.8079658583851572,0.055804271063083104
2.0487755102040817,sigmoid,1.4599591836734693,0.6017904838658215,0.07644834857616208
2.2526530612244895,sigmoid,4.775775510204082,0.6187683211196596,0.11298005633680325
4.0875510204081635,sigmoid,0.39889795918367343,0.740374719607801,0.027155098576522953
0.8255102040816327,linear,4.908408163265307,0.8058708566778878,0.06056758360532196
6.330204081632653,sigmoid,1.9904897959183672,0.5956000166206705,0.06388992617687335
8.368979591836734,rbf,6.5,0.8581797227817158,0.04643377819605422
3.068163265306122,rbf,0.9294285714285714,0.850540482371289,0.04595830907382603
6.737959183673469,rbf,0.39889795918367343,0.8470703849133406,0.045918201108250525
8.368979591836734,sigmoid,4.775775510204082,0.6184094336570637,0.10941728919349433
1.6410204081632653,rbf,5.704204081632653,0.8553335160711676,0.046517410580885515
6.330204081632653,sigmoid,3.582081632653061,0.5553751248688296,0.07607098239829423
8.77673469387755,sigmoid,5.704204081632653,0.5981516988684816,0.14423847163938505
1.6410204081632653,linear,0.9294285714285714,0.8139851629480173,0.04575282589082279
8.980612244897959,linear,2.9189183673469388,0.8270911734260245,0.01855459962576576
2.0487755102040817,sigmoid,5.041040816326531,0.6193654495073819,0.11401619904628028
8.368979591836734,sigmoid,1.8578571428571427,0.5947684678882048,0.06673593157527001
5.922448979591836,linear,5.836836734693878,0.8246471263370285,0.02320591983791746
6.737959183673469,rbf,2.255755102040816,0.8576103312649571,0.04397304620181726
2.0487755102040817,linear,2.786285714285714,0.8161517328199632,0.041172143651735986
2.660408163265306,rbf,5.836836734693878,0.8566204788683486,0.04597155954900899
7.553469387755102,linear,4.643142857142857,0.8262039097490363,0.020495944348389767
9.388367346938775,rbf,3.316816326530612,0.8586614557502305,0.04451096418350143
9.388367346938775,rbf,5.571571428571429,0.8583374655286842,0.04617213988230717
0.41775510204081634,sigmoid,1.3273265306122448,0.627526871928926,0.06632726741872529
1.437142857142857,sigmoid,0.1336326530612245,0.7884062524749531,0.08704187298811823
3.2720408163265304,rbf,3.1841836734693874,0.8569494980412071,0.04487617352653231
8.77673469387755,linear,0.39889795918367343,0.8267477902474936,0.01862571778145435
8.980612244897959,linear,3.84734693877551,0.8270911734260245,0.01855459962576576
4.291428571428571,linear,0.1336326530612245,0.8222782176524006,0.02809352704881895
7.145714285714286,sigmoid,2.255755102040816,0.565463503305202,0.07911518681226805
8.77673469387755,linear,0.7967959183673469,0.8267477902474936,0.01862571778145435
3.883673469387755,sigmoid,5.704204081632653,0.5977045377439305,0.14338477317258064
3.2720408163265304,sigmoid,3.051551020408163,0.566749861095125,0.10386042544099919
3.2720408163265304,sigmoid,1.7252244897959181,0.5901834518014364,0.07119470803140325
0.01,sigmoid,1.7252244897959181,0.7323419751882503,0.07229383871574804
