Iteracja;estimator__max_depth;estimator__max_features;estimator__max_samples;estimator__min_samples_split;estimator__n_estimators;Srednia dokladnosc;Czas
1;6;sqrt;0.5363636363636364;0.41515151515151516;1275;0.7585639927090967;4.501280784606934
2;10;log2;0.9545454545454545;0.4313131313131313;74;0.7961057556795761;0.38755340576171876
3;11;sqrt;0.32727272727272727;0.24141414141414141;824;0.7884337711633501;3.038563060760498
4;12;sqrt;0.16363636363636364;0.4757575757575757;109;0.7585639927090967;0.41245160102844236
5;12;log2;0.2727272727272727;0.2090909090909091;835;0.7878858259578706;3.0770302772521974
6;5;log2;0.6818181818181818;0.23737373737373738;214;0.8051498581280419;1.1457948207855224
7;11;sqrt;0.9090909090909091;0.302020202020202;1982;0.8037799951143432;10.9271155834198
8;19;log2;0.38181818181818183;0.12828282828282828;781;0.8084394084597026;3.667811870574951
9;14;sqrt;0.5909090909090909;0.4353535353535354;1519;0.7826792190465452;6.014751195907593
10;16;log2;0.40909090909090906;0.3464646464646465;1915;0.7585639927090967;6.668652820587158
11;15;sqrt;0.8909090909090909;0.20505050505050504;1769;0.8081646842174492;10.884897613525391
12;6;sqrt;0.2909090909090909;0.22121212121212122;1706;0.7867899355469117;6.942174673080444
13;16;sqrt;0.5181818181818182;0.12828282828282828;1014;0.8084390326399458;5.617612266540528
14;7;sqrt;0.26363636363636367;0.30606060606060603;228;0.7585639927090967;0.8391275882720948
15;3;sqrt;0.8818181818181817;0.41515151515151516;723;0.7958317830768364;3.8041274547576904
16;15;sqrt;0.709090909090909;0.12424242424242425;1677;0.8172080350264013;11.181984758377075
17;5;sqrt;0.9727272727272727;0.29393939393939394;1303;0.8054245823702952;7.602627754211426
18;7;log2;0.4181818181818182;0.39494949494949494;221;0.7585639927090967;0.8699710369110107
19;4;sqrt;0.28181818181818186;0.4313131313131313;826;0.7585639927090967;2.9771113872528074
20;8;sqrt;0.6545454545454545;0.491919191919192;1374;0.7585639927090967;5.131668758392334
21;16;sqrt;0.709090909090909;0.42727272727272725;799;0.7856929176766821;3.795596647262573
22;19;log2;0.7545454545454545;0.4191919191919192;1077;0.7865159629441718;5.064111614227295
23;10;sqrt;0.5454545454545454;0.28181818181818186;443;0.7961057556795761;2.202468013763428
24;8;log2;0.33636363636363636;0.20101010101010103;175;0.7947358926658775;0.790107536315918
25;10;sqrt;0.7999999999999999;0.40303030303030307;1432;0.7947362684856343;7.025582361221313
26;10;sqrt;0.7545454545454545;0.10808080808080808;684;0.8232343048274048;4.800046110153199
27;16;log2;0.8545454545454545;0.3222222222222222;1720;0.7993941785519664;9.875307273864745
28;3;sqrt;0.40909090909090906;0.26161616161616164;804;0.7862419903414322;3.7817343711853026
29;13;log2;0.4636363636363636;0.29393939393939394;1585;0.7867903113666685;7.407966470718383
30;9;log2;0.7818181818181817;0.15252525252525254;1037;0.8111791344871;7.0715686798095705
31;4;sqrt;0.13636363636363635;0.4878787878787879;847;0.7585639927090967;3.3018678188323975
32;16;sqrt;0.23636363636363636;0.30606060606060603;1551;0.7585639927090967;5.943790102005005
33;13;log2;0.8090909090909091;0.31414141414141417;93;0.8007659206644492;0.6626576900482177
34;13;log2;0.8272727272727273;0.15656565656565657;831;0.8117274555123363;5.560808420181274
35;6;sqrt;0.609090909090909;0.1808080808080808;45;0.8062457485390008;0.3329007625579834
36;6;sqrt;0.9454545454545454;0.43939393939393945;1402;0.7955581862938536;7.517733430862426
37;3;sqrt;0.4545454545454546;0.491919191919192;107;0.7585639927090967;0.4292009353637695
38;4;sqrt;0.6;0.4757575757575757;1405;0.7585639927090967;5.601030349731445
39;13;log2;0.47272727272727266;0.17676767676767677;902;0.8062457485390008;5.075547790527343
40;16;sqrt;0.15454545454545454;0.21313131313131314;821;0.7585639927090967;3.245310878753662
41;9;log2;0.6636363636363636;0.19696969696969696;546;0.8081650600372061;3.536490964889526
42;16;sqrt;0.8272727272727273;0.10808080808080808;1676;0.8243313226976342;13.921798849105835
43;5;sqrt;0.1181818181818182;0.49595959595959593;1092;0.7585639927090967;4.337357473373413
44;1;log2;0.8727272727272727;0.14444444444444446;320;0.7824052464438055;1.595008373260498
45;3;sqrt;0.7272727272727272;0.2696969696969697;798;0.8015882142924253;4.575777816772461
46;12;sqrt;0.7818181818181817;0.29393939393939394;1255;0.8004900689629253;7.457703590393066
47;18;log2;0.4363636363636364;0.4434343434343434;1438;0.7585639927090967;6.173484134674072
48;2;log2;0.2090909090909091;0.39494949494949494;1149;0.7585639927090967;5.503818559646606
49;3;log2;0.28181818181818186;0.37070707070707076;959;0.7585639927090967;4.78044810295105
50;8;sqrt;0.7363636363636363;0.23737373737373738;605;0.8067955728432643;4.605911493301392
51;15;log2;0.14545454545454545;0.19696969696969696;157;0.7585639927090967;0.7747928142547608
52;3;sqrt;0.1272727272727273;0.38282828282828285;1939;0.7585639927090967;7.583184480667114
53;8;log2;0.9363636363636363;0.4878787878787879;485;0.7881609260198809;3.1594690322875976
54;13;log2;0.34545454545454546;0.28585858585858587;1376;0.7815833286355864;6.541378927230835
55;17;sqrt;0.23636363636363636;0.4434343434343434;231;0.7585639927090967;2.1334754467010497
56;13;sqrt;0.17272727272727273;0.2777777777777778;307;0.7585639927090967;1.5794278621673583
57;13;log2;0.2090909090909091;0.25757575757575757;940;0.7585639927090967;3.6650417327880858
58;15;log2;0.3909090909090909;0.3181818181818182;952;0.779117199391172;4.697140407562256
59;17;sqrt;0.8090909090909091;0.3666666666666667;1311;0.796928425127309;9.604783296585083
60;12;log2;0.5727272727272728;0.43939393939393945;143;0.7585639927090967;1.4822824478149415
61;13;sqrt;0.36363636363636365;0.19292929292929295;795;0.7958317830768364;5.262395143508911
62;17;sqrt;0.7636363636363636;0.21717171717171718;1491;0.8087130052426856;12.04577202796936
63;11;log2;0.4;0.13636363636363635;1173;0.8081650600372061;8.143583965301513
64;7;sqrt;0.9454545454545454;0.491919191919192;1807;0.7876122291748877;11.210476541519165
65;18;log2;0.8545454545454545;0.12828282828282828;1879;0.8215912208504801;16.56894040107727
66;17;sqrt;0.9181818181818181;0.22121212121212122;461;0.8081650600372061;3.6447770595550537
67;19;sqrt;0.7;0.20101010101010103;713;0.8089873536651823;5.062103605270385
68;19;sqrt;0.7545454545454545;0.13636363636363635;293;0.813919612154011;2.199735689163208
69;12;log2;0.3090909090909091;0.3868686868686869;406;0.7585639927090967;1.6818952560424805
70;14;log2;0.7363636363636363;0.1202020202020202;1241;0.8215915966702371;10.181261157989502
71;1;sqrt;0.22727272727272727;0.398989898989899;419;0.7585639927090967;1.7830970287322998
72;8;sqrt;0.14545454545454545;0.407070707070707;1199;0.7585639927090967;5.676640272140503
73;12;log2;0.24545454545454545;0.4232323232323232;868;0.7585639927090967;4.147626733779907
74;13;sqrt;0.49090909090909085;0.15656565656565657;368;0.8078907116147096;2.678123712539673
75;9;sqrt;0.2090909090909091;0.2737373737373737;632;0.7585639927090967;3.3948832035064695
76;8;log2;0.17272727272727273;0.18484848484848487;1679;0.7585639927090967;7.026186513900757
77;5;sqrt;0.32727272727272727;0.3383838383838384;506;0.7585639927090967;2.5631504535675047
78;15;sqrt;0.8636363636363635;0.48383838383838385;1163;0.7862419903414322;6.876247406005859
79;11;log2;0.9363636363636363;0.297979797979798;358;0.8046019129225623;3.627461862564087
80;17;sqrt;0.8454545454545453;0.41515151515151516;1702;0.7955581862938536;9.901832008361817
81;15;log2;0.1090909090909091;0.42727272727272725;1642;0.7585639927090967;7.482235717773437
82;18;sqrt;0.6909090909090908;0.4313131313131313;1658;0.7856936693161959;9.566982078552247
83;17;sqrt;0.9090909090909091;0.35050505050505054;199;0.796928425127309;2.1860636711120605
84;9;log2;0.6272727272727272;0.3424242424242424;361;0.791996542458237;2.2804996967315674
85;1;sqrt;0.7363636363636363;0.3909090909090909;393;0.7840505853392713;2.180780601501465
86;18;log2;0.38181818181818183;0.3222222222222222;866;0.7585639927090967;3.794926977157593
87;14;sqrt;0.5818181818181818;0.3747474747474747;1235;0.7870642839694082;6.1607733249664305
88;18;sqrt;0.23636363636363636;0.3222222222222222;731;0.7585639927090967;3.541554164886475
89;10;sqrt;0.9181818181818181;0.45959595959595956;929;0.7878862017776275;4.856709051132202
90;12;log2;0.7454545454545454;0.2898989898989899;761;0.8021361594979048;4.7167401790618895
91;19;log2;0.5909090909090909;0.36262626262626263;975;0.7854196967134562;5.097847127914429
92;17;log2;0.6272727272727272;0.4353535353535354;369;0.7859680177386925;2.236233139038086
93;8;sqrt;0.49090909090909085;0.44747474747474747;1683;0.7585639927090967;7.128602457046509
94;15;log2;0.7181818181818181;0.4797979797979798;144;0.7889817163688295;1.0948622703552247
95;4;sqrt;0.18181818181818182;0.10404040404040404;1819;0.7977499671157713;8.723432397842407
96;13;log2;0.5545454545454546;0.45151515151515154;1792;0.7585639927090967;8.190543603897094
97;18;sqrt;0.9272727272727272;0.49595959595959593;782;0.7865159629441718;4.753044080734253
98;8;log2;0.32727272727272727;0.23333333333333334;139;0.7824059980833192;1.2044960498809814
99;2;sqrt;0.9272727272727272;0.3383838383838384;918;0.7958317830768364;5.027199125289917
100;11;sqrt;0.8818181818181817;0.2090909090909091;1412;0.8084394084597026;10.107249641418457
101;14;sqrt;0.4545454545454546;0.2656565656565657;1895;0.7950098652686172;10.38094916343689
102;10;sqrt;0.9090909090909091;0.3181818181818182;1453;0.8026841047033842;10.057888317108155
103;19;log2;0.38181818181818183;0.1686868686868687;1554;0.8040535918973261;8.270722007751464
104;11;sqrt;0.6818181818181818;0.3909090909090909;1963;0.7854196967134562;9.874490737915039
105;14;log2;0.5909090909090909;0.22525252525252526;187;0.8043283161395796;2.1958423137664793
106;2;sqrt;0.15454545454545454;0.41515151515151516;1041;0.7585639927090967;4.667807388305664
107;6;log2;0.9818181818181817;0.12424242424242425;491;0.8235097807091719;4.119283390045166
108;12;sqrt;0.5727272727272728;0.3666666666666667;1338;0.7870642839694083;6.777365016937256
109;3;sqrt;0.36363636363636365;0.2777777777777778;1344;0.7862419903414322;6.5098254680633545
110;5;sqrt;0.47272727272727266;0.491919191919192;470;0.7585639927090967;3.319945049285889
111;4;log2;0.13636363636363635;0.45151515151515154;1306;0.7585639927090967;5.262160730361939
112;13;log2;0.8454545454545453;0.297979797979798;564;0.8021361594979048;3.953635025024414
113;12;log2;0.5636363636363636;0.2898989898989899;1563;0.796379728282316;9.64989333152771
114;5;log2;0.9272727272727272;0.23737373737373738;1782;0.8084390326399458;10.677751970291137
115;13;log2;0.5545454545454546;0.4757575757575757;744;0.7585639927090967;4.22713713645935
116;8;sqrt;0.6454545454545454;0.36262626262626263;1572;0.7887081195858466;7.1543628692626955
117;15;sqrt;0.1272727272727273;0.24141414141414141;30;0.7585639927090967;0.3676389217376709
118;18;log2;0.36363636363636365;0.21313131313131314;1092;0.7961057556795761;5.55490927696228
119;19;sqrt;0.22727272727272727;0.3545454545454545;1318;0.7585639927090967;6.167198705673218
120;7;log2;0.8090909090909091;0.19696969696969696;1244;0.8084390326399458;8.747410345077515
121;8;sqrt;0.1;0.35050505050505054;109;0.7585639927090967;0.8675817489624024
122;8;sqrt;0.3727272727272727;0.491919191919192;141;0.7585639927090967;0.9256674766540527
123;13;sqrt;0.7636363636363636;0.11616161616161616;1053;0.8218651934532198;7.976944875717163
124;2;log2;0.3727272727272727;0.36262626262626263;427;0.7585639927090967;2.5184325695037844
125;1;log2;0.9363636363636363;0.38282828282828285;665;0.7832271642520248;4.074512624740601
126;3;sqrt;1.0;0.297979797979798;1577;0.801862186895165;13.290988159179687
127;18;log2;0.8454545454545453;0.15252525252525254;1860;0.8117274555123363;18.394671535491945
128;11;sqrt;0.26363636363636367;0.24545454545454545;1238;0.7585639927090967;7.599495983123779
129;19;sqrt;0.7999999999999999;0.2696969696969697;89;0.8040532160775692;1.7311935901641846
130;9;sqrt;0.38181818181818183;0.40303030303030307;889;0.7585639927090967;5.285122585296631
131;9;log2;0.8727272727272727;0.3868686868686869;1984;0.7966544525245692;17.716293239593504
132;3;log2;0.9636363636363636;0.3181818181818182;1881;0.8010402690869458;15.758683109283448
133;8;sqrt;0.7636363636363636;0.19696969696969696;744;0.8089873536651823;8.253292751312255
134;2;sqrt;0.1090909090909091;0.11212121212121212;832;0.7585639927090967;4.792771482467652
135;18;log2;0.9727272727272727;0.4636363636363636;1782;0.7906266794445383;10.000001287460327
136;10;log2;0.8636363636363635;0.10808080808080808;613;0.8248788920833567;5.728953838348389
137;15;sqrt;0.38181818181818183;0.40303030303030307;683;0.7585639927090967;3.8194956302642824
138;16;log2;0.6636363636363636;0.1484848484848485;325;0.8095360505101754;2.614387369155884
139;10;log2;0.6727272727272727;0.29393939393939394;755;0.7982979123212507;4.6718884944915775
140;5;sqrt;0.5181818181818182;0.3666666666666667;539;0.7873375049326343;3.0399263381958006
141;2;log2;0.24545454545454545;0.29393939393939394;1223;0.7585639927090967;5.195939683914185
142;16;log2;0.7909090909090909;0.10404040404040404;896;0.8243316985173911;6.431980180740356
143;10;sqrt;0.6272727272727272;0.41515151515151516;97;0.7845970272657233;1.0571660995483398
144;6;log2;0.40909090909090906;0.4636363636363636;38;0.7585639927090967;0.8239217758178711
145;3;sqrt;0.3909090909090909;0.10808080808080808;475;0.806247627637785;2.66750168800354
146;18;log2;0.49090909090909085;0.43939393939393945;269;0.7585639927090967;1.9397720336914062
147;9;sqrt;0.9727272727272727;0.12828282828282828;448;0.8207696788620178;3.562682628631592
148;13;log2;0.7727272727272727;0.15656565656565657;1268;0.810356840859124;8.23757529258728
149;1;log2;0.1;0.4555555555555556;1031;0.7585639927090967;4.903791618347168
150;16;log2;0.5181818181818182;0.2535353535353535;1223;0.7972020219102918;6.722787284851075
151;8;sqrt;0.9636363636363636;0.4191919191919192;350;0.7966540767048125;2.8084764003753664
152;3;sqrt;0.36363636363636365;0.4555555555555556;560;0.7585639927090967;2.618082284927368
153;5;sqrt;0.33636363636363636;0.3747474747474747;1688;0.7585639927090967;7.579980945587158
154;1;log2;0.38181818181818183;0.1808080808080808;1161;0.782953191649285;6.30175895690918
155;9;sqrt;0.42727272727272725;0.21313131313131314;896;0.7972020219102918;6.090533971786499
156;16;log2;0.4545454545454546;0.1;1228;0.8111795103068568;8.605422878265381
157;10;log2;0.7999999999999999;0.3303030303030303;822;0.7983005430595487;6.049011898040772
158;16;log2;0.4363636363636364;0.3868686868686869;1878;0.7585639927090967;8.490937089920044
159;8;log2;0.5727272727272728;0.2494949494949495;792;0.8004923238814664;4.930330801010132
160;15;log2;0.8636363636363635;0.4191919191919192;1976;0.7955585621136103;9.702669048309327
161;16;sqrt;0.47272727272727266;0.2494949494949495;1789;0.7963801041020726;8.822147941589355
162;11;sqrt;0.7454545454545454;0.25757575757575757;1208;0.8056978033335213;6.537586784362793
163;13;sqrt;0.9727272727272727;0.3666666666666667;1070;0.7977503429355282;5.7696844100952145
164;6;sqrt;0.2727272727272727;0.18484848484848487;78;0.7837773643760453;0.3540619373321533
165;2;log2;0.6909090909090908;0.407070707070707;823;0.7840505853392713;3.550639009475708
166;7;log2;0.7363636363636363;0.39494949494949494;623;0.7870639081496513;2.8500598430633546
167;18;sqrt;0.7909090909090909;0.4191919191919192;1897;0.7873378807523912;8.693296527862548
168;16;log2;0.5272727272727272;0.407070707070707;134;0.7656872803803296;0.592002010345459
169;19;log2;0.7272727272727272;0.2656565656565657;41;0.7999432512167164;0.28405098915100097
170;15;sqrt;0.24545454545454545;0.4313131313131313;1643;0.7585639927090967;5.773161363601685
171;9;log2;0.5181818181818182;0.17676767676767677;964;0.8078910874344665;4.9858697891235355
172;7;log2;0.6272727272727272;0.21313131313131314;498;0.8076171148317266;2.6951451301574707
173;15;sqrt;0.3727272727272727;0.2656565656565657;103;0.7898040099968056;0.4921146869659424
174;10;log2;0.1;0.3909090909090909;713;0.7585639927090967;2.5242602825164795
175;18;sqrt;0.3727272727272727;0.32626262626262625;1674;0.7585639927090967;5.898129320144653
176;1;sqrt;0.3545454545454545;0.28181818181818186;1028;0.7824052464438055;4.132618093490601
177;4;log2;0.2181818181818182;0.28181818181818186;1111;0.7585639927090967;3.997027540206909
178;16;sqrt;0.9454545454545454;0.3868686868686869;557;0.7966544525245692;3.1553475856781006
179;16;log2;0.2090909090909091;0.3424242424242424;133;0.7585639927090967;0.5201175689697266
180;19;log2;0.4181818181818182;0.2494949494949495;1266;0.7936400022549186;5.982511329650879
181;13;log2;0.5727272727272728;0.37070707070707076;152;0.7867888080876411;0.721171760559082
182;12;sqrt;0.8727272727272727;0.4676767676767677;1979;0.7856929176766823;10.339599895477296
183;3;sqrt;0.2090909090909091;0.2494949494949495;1407;0.7585639927090967;5.584842538833618
184;6;log2;0.17272727272727273;0.14444444444444446;961;0.7843241821222542;4.370956325531006
185;18;sqrt;0.47272727272727266;0.2696969696969697;252;0.7950098652686172;1.4549334049224854
186;5;sqrt;0.24545454545454545;0.20101010101010103;1745;0.7854193208936995;8.770295000076294
187;5;sqrt;0.6545454545454545;0.13636363636363635;134;0.8095364263299322;0.9251144886016845
188;15;sqrt;0.709090909090909;0.30606060606060603;648;0.7974756186932747;4.025938224792481
189;13;log2;0.4181818181818182;0.35050505050505054;1962;0.7585639927090967;9.096643972396851
190;14;log2;0.6363636363636364;0.44747474747474747;1947;0.7856929176766823;12.034440565109254
191;15;log2;0.19090909090909092;0.39494949494949494;1768;0.7585639927090967;8.977180576324463
192;12;sqrt;0.19090909090909092;0.12828282828282828;1775;0.7933660296521787;10.131063842773438
193;6;sqrt;0.4363636363636364;0.2494949494949495;757;0.7963801041020726;5.372900533676147
194;10;log2;0.8636363636363635;0.38282828282828285;1293;0.7966544525245692;10.483889436721801
195;8;log2;0.1272727272727273;0.19292929292929295;1331;0.7585639927090967;8.40219259262085
196;12;sqrt;0.4181818181818182;0.302020202020202;572;0.7867899355469117;5.248470067977905
197;10;log2;0.5727272727272728;0.28181818181818186;791;0.796928425127309;6.062305688858032
198;6;log2;0.2181818181818182;0.22121212121212122;452;0.7585639927090967;2.8848814010620116
199;8;log2;0.9727272727272727;0.47171717171717176;236;0.787338256572148;2.737175989151001
200;4;log2;0.3;0.28181818181818186;924;0.7585639927090967;5.978073978424073
201;17;sqrt;0.9272727272727272;0.3424242424242424;1653;0.7985722607437473;15.360609483718871
202;17;sqrt;0.7181818181818181;0.10808080808080808;1392;0.8229614596839356;15.856343698501586
203;8;log2;0.32727272727272727;0.2656565656565657;1382;0.783502264314035;10.19566297531128
204;16;log2;0.5363636363636364;0.3545454545454545;1711;0.7859680177386924;9.447560930252076
205;16;sqrt;0.4181818181818182;0.15252525252525254;1357;0.8073431422289868;8.374792671203613
206;13;log2;0.32727272727272727;0.4555555555555556;983;0.7585639927090967;5.759559202194214
207;11;sqrt;0.9090909090909091;0.3747474747474747;1173;0.796928425127309;7.1440958976745605
208;16;sqrt;0.5454545454545454;0.22121212121212122;1113;0.8032320499088638;5.693428421020508
209;2;sqrt;0.3;0.17272727272727273;169;0.7947355168461205;1.836871862411499
210;7;sqrt;0.16363636363636364;0.24545454545454545;94;0.7585639927090967;1.1134905338287353
211;4;log2;0.9636363636363636;0.28181818181818186;47;0.8073435180487438;0.9652108669281005
212;11;log2;0.5818181818181818;0.2737373737373737;544;0.7974756186932747;3.001631736755371
213;11;log2;0.4545454545454546;0.21717171717171718;1893;0.7972020219102918;9.899459218978881
214;19;sqrt;0.47272727272727266;0.2737373737373737;424;0.7952842136911137;2.7444854736328126
215;11;log2;0.9909090909090909;0.18888888888888888;1059;0.8089869778454254;8.23060188293457
216;10;log2;0.6272727272727272;0.17676767676767677;1697;0.808165435856963;11.142158269882202
217;17;sqrt;0.19090909090909092;0.49595959595959593;680;0.7585639927090967;3.2485430240631104
218;17;log2;0.3;0.3787878787878788;1274;0.7585639927090967;5.319510078430175
219;13;log2;0.44545454545454544;0.1;1368;0.8136448879117575;7.756647825241089
220;5;sqrt;0.15454545454545454;0.49595959595959593;1027;0.7585639927090967;4.203884744644165
221;18;sqrt;0.9272727272727272;0.20101010101010103;952;0.8087133810624424;5.999971008300781
222;1;log2;0.8090909090909091;0.3666666666666667;454;0.782953191649285;1.7695743560791015
223;13;sqrt;0.8454545454545453;0.44747474747474747;850;0.787338256572148;3.7104230403900145
224;18;log2;0.8636363636363635;0.42727272727272725;1115;0.7933664054719356;5.089459371566773
225;14;sqrt;0.6454545454545454;0.23737373737373738;810;0.8048758855253022;4.17523045539856
226;4;sqrt;0.3181818181818182;0.1686868686868687;1591;0.797201646090535;6.989242124557495
227;11;log2;0.14545454545454545;0.407070707070707;708;0.7585639927090967;2.5304830074310303
228;13;sqrt;0.7272727272727272;0.26161616161616164;1675;0.8037799951143432;9.977847528457641
229;7;sqrt;0.38181818181818183;0.31414141414141417;214;0.7648679933104084;0.9395472526550293
230;18;sqrt;0.709090909090909;0.38282828282828285;424;0.7881613018396376;2.0146156311035157
231;8;sqrt;0.8636363636363635;0.3666666666666667;1904;0.7966544525245692;10.869755744934082
232;16;sqrt;0.16363636363636364;0.25757575757575757;407;0.7585639927090967;1.453309965133667
233;17;log2;0.7999999999999999;0.1686868686868687;841;0.8095345472311479;6.283475399017334
234;4;log2;0.2181818181818182;0.4232323232323232;444;0.7585639927090967;2.2221917629241945
235;8;sqrt;0.8818181818181817;0.13636363636363635;571;0.8207696788620178;4.563338708877564
236;14;sqrt;0.5363636363636364;0.491919191919192;649;0.7585639927090967;3.032832956314087
237;19;sqrt;0.5909090909090909;0.16464646464646465;1559;0.8087133810624424;9.295964241027832
238;6;sqrt;0.8818181818181817;0.4676767676767677;982;0.7870627806903808;5.372450494766236
239;13;log2;0.1;0.3181818181818182;339;0.7585639927090967;2.576043224334717
240;13;sqrt;0.8363636363636363;0.302020202020202;122;0.801313490050172;1.584574031829834
241;2;log2;0.6181818181818182;0.20505050505050504;312;0.7958317830768364;1.995416021347046
242;12;sqrt;0.7636363636363636;0.19696969696969696;1223;0.8076174906514835;7.623502111434936
243;2;sqrt;0.5636363636363636;0.3747474747474747;766;0.7867895597271548;4.29528489112854
244;2;log2;0.28181818181818186;0.2535353535353535;1294;0.7585639927090967;6.055071687698364
245;12;log2;0.6636363636363636;0.4797979797979798;462;0.7739090892008192;2.74462251663208
246;19;sqrt;0.8909090909090909;0.32626262626262625;609;0.7985722607437473;3.717568874359131
247;10;log2;0.28181818181818186;0.45959595959595956;556;0.7585639927090967;2.59161581993103
248;3;sqrt;0.5636363636363636;0.49595959595959593;721;0.7585639927090967;3.3510092735290526
249;6;log2;0.709090909090909;0.29393939393939394;622;0.7996673995151925;3.755679750442505
