dataset,model,score,hyperparameters,iteration
wine,KNN,0.714,"{'weights': 'distance', 'p': 2, 'n_neighbors': 4}",7
wine,KNN,0.6802,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 4}",8
wine,KNN,0.7586,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 13}",9
wine,KNN,0.7759,"{'weights': 'distance', 'p': 1, 'n_neighbors': 20}",10
wine,KNN,0.7084,"{'weights': 'distance', 'p': 2, 'n_neighbors': 15}",11
wine,KNN,0.7362,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 19}",12
wine,KNN,0.7644,"{'weights': 'distance', 'p': 1, 'n_neighbors': 26}",13
wine,KNN,0.7479,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 2}",14
wine,KNN,0.6914,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 6}",15
wine,KNN,0.7871,"{'weights': 'distance', 'p': 1, 'n_neighbors': 15}",16
wine,KNN,0.7084,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 22}",17
wine,KNN,0.7083,"{'weights': 'distance', 'p': 2, 'n_neighbors': 27}",18
wine,KNN,0.7086,"{'weights': 'distance', 'p': 2, 'n_neighbors': 24}",19
wine,KNN,0.7473,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 11}",20
wine,KNN,0.7194,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 5}",21
wine,KNN,0.7194,"{'weights': 'distance', 'p': 2, 'n_neighbors': 9}",22
wine,KNN,0.7029,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 18}",23
wine,KNN,0.697,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 24}",24
wine,KNN,0.6971,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 17}",25
wine,KNN,0.6806,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 7}",26
wine,KNN,0.7702,"{'weights': 'distance', 'p': 1, 'n_neighbors': 23}",27
wine,KNN,0.7648,"{'weights': 'distance', 'p': 1, 'n_neighbors': 22}",28
wine,KNN,0.7759,"{'weights': 'distance', 'p': 1, 'n_neighbors': 21}",29
wine,KNN,0.7195,"{'weights': 'distance', 'p': 2, 'n_neighbors': 5}",30
wine,KNN,0.7025,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 9}",31
wine,KNN,0.7816,"{'weights': 'distance', 'p': 1, 'n_neighbors': 13}",32
wine,KNN,0.7703,"{'weights': 'distance', 'p': 1, 'n_neighbors': 4}",33
wine,KNN,0.7703,"{'weights': 'distance', 'p': 1, 'n_neighbors': 10}",34
wine,KNN,0.7532,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 16}",35
wine,KNN,0.7421,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 18}",36
wine,KNN,0.7756,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 9}",37
wine,KNN,0.7086,"{'weights': 'distance', 'p': 2, 'n_neighbors': 21}",38
wine,KNN,0.7814,"{'weights': 'distance', 'p': 1, 'n_neighbors': 3}",39
wine,KNN,0.714,"{'weights': 'distance', 'p': 2, 'n_neighbors': 28}",40
wine,KNN,0.7029,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 19}",41
wine,KNN,0.7195,"{'weights': 'distance', 'p': 2, 'n_neighbors': 11}",42
wine,KNN,0.697,"{'weights': 'distance', 'p': 2, 'n_neighbors': 10}",43
wine,KNN,0.7476,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 6}",44
wine,KNN,0.7703,"{'weights': 'distance', 'p': 1, 'n_neighbors': 28}",45
wine,KNN,0.6911,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 10}",46
wine,KNN,0.7197,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 29}",47
wine,KNN,0.7251,"{'weights': 'distance', 'p': 2, 'n_neighbors': 3}",48
wine,KNN,0.714,"{'weights': 'distance', 'p': 2, 'n_neighbors': 12}",49
wine,RandomForest,0.9554,"{'n_estimators': 1350, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_depth': 60, 'bootstrap': True}",0
wine,RandomForest,0.961,"{'n_estimators': 1300, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_depth': 10, 'bootstrap': True}",1
wine,RandomForest,0.9663,"{'n_estimators': 400, 'min_samples_split': 6, 'min_samples_leaf': 9, 'max_depth': 40, 'bootstrap': False}",2
wine,RandomForest,0.9721,"{'n_estimators': 250, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_depth': 100, 'bootstrap': False}",3
wine,RandomForest,0.9719,"{'n_estimators': 400, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_depth': 70, 'bootstrap': False}",4
wine,RandomForest,0.9665,"{'n_estimators': 1900, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 50, 'bootstrap': True}",5
wine,RandomForest,0.9608,"{'n_estimators': 1750, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_depth': 30, 'bootstrap': True}",6
wine,RandomForest,0.9722,"{'n_estimators': 900, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 70, 'bootstrap': True}",7
wine,RandomForest,0.9721,"{'n_estimators': 1600, 'min_samples_split': 4, 'min_samples_leaf': 6, 'max_depth': 40, 'bootstrap': False}",8
wine,RandomForest,0.9665,"{'n_estimators': 1900, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_depth': 90, 'bootstrap': True}",9
wine,RandomForest,0.9833,"{'n_estimators': 1750, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_depth': 80, 'bootstrap': False}",10
wine,RandomForest,0.9776,"{'n_estimators': 750, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 70, 'bootstrap': False}",11
wine,RandomForest,0.9554,"{'n_estimators': 1350, 'min_samples_split': 7, 'min_samples_leaf': 8, 'max_depth': 60, 'bootstrap': True}",12
wine,RandomForest,0.9721,"{'n_estimators': 700, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_depth': 60, 'bootstrap': False}",13
wine,RandomForest,0.9608,"{'n_estimators': 750, 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_depth': 10, 'bootstrap': True}",14
wine,RandomForest,0.9552,"{'n_estimators': 550, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_depth': 10, 'bootstrap': True}",15
wine,RandomForest,0.961,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 9, 'max_depth': 10, 'bootstrap': True}",16
wine,RandomForest,0.9497,"{'n_estimators': 1550, 'min_samples_split': 5, 'min_samples_leaf': 9, 'max_depth': 20, 'bootstrap': True}",17
wine,RandomForest,0.9663,"{'n_estimators': 550, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_depth': 40, 'bootstrap': False}",18
wine,RandomForest,0.9833,"{'n_estimators': 600, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_depth': 50, 'bootstrap': False}",19
wine,RandomForest,0.9608,"{'n_estimators': 700, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_depth': 70, 'bootstrap': True}",20
wine,RandomForest,0.9721,"{'n_estimators': 750, 'min_samples_split': 7, 'min_samples_leaf': 6, 'max_depth': 100, 'bootstrap': False}",21
wine,RandomForest,0.9608,"{'n_estimators': 550, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_depth': 80, 'bootstrap': True}",22
wine,RandomForest,0.9722,"{'n_estimators': 250, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_depth': 10, 'bootstrap': False}",23
wine,RandomForest,0.9554,"{'n_estimators': 700, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 30, 'bootstrap': True}",24
wine,RandomForest,0.9721,"{'n_estimators': 400, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 10, 'bootstrap': False}",25
wine,RandomForest,0.9778,"{'n_estimators': 800, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_depth': 60, 'bootstrap': False}",26
wine,RandomForest,0.9608,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': 100, 'bootstrap': True}",27
wine,RandomForest,0.9497,"{'n_estimators': 1000, 'min_samples_split': 4, 'min_samples_leaf': 9, 'max_depth': 70, 'bootstrap': True}",28
wine,RandomForest,0.9497,"{'n_estimators': 150, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_depth': 70, 'bootstrap': True}",29
wine,RandomForest,0.9721,"{'n_estimators': 650, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': True}",30
wine,RandomForest,0.9721,"{'n_estimators': 1950, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_depth': 10, 'bootstrap': True}",31
wine,RandomForest,0.9552,"{'n_estimators': 300, 'min_samples_split': 9, 'min_samples_leaf': 9, 'max_depth': 70, 'bootstrap': True}",32
wine,RandomForest,0.9778,"{'n_estimators': 850, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_depth': 40, 'bootstrap': False}",33
wine,RandomForest,0.9721,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 7, 'max_depth': 100, 'bootstrap': False}",34
wine,RandomForest,0.9497,"{'n_estimators': 1950, 'min_samples_split': 3, 'min_samples_leaf': 7, 'max_depth': 10, 'bootstrap': True}",35
wine,RandomForest,0.9665,"{'n_estimators': 750, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_depth': 10, 'bootstrap': True}",36
wine,RandomForest,0.9776,"{'n_estimators': 650, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_depth': 20, 'bootstrap': False}",37
wine,RandomForest,0.9719,"{'n_estimators': 1400, 'min_samples_split': 7, 'min_samples_leaf': 5, 'max_depth': 90, 'bootstrap': False}",38
wine,RandomForest,0.961,"{'n_estimators': 1700, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 50, 'bootstrap': True}",39
wine,RandomForest,0.9554,"{'n_estimators': 1200, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_depth': 20, 'bootstrap': True}",40
wine,RandomForest,0.9665,"{'n_estimators': 800, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_depth': 20, 'bootstrap': True}",41
wine,RandomForest,0.9776,"{'n_estimators': 1800, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_depth': 60, 'bootstrap': False}",42
wine,RandomForest,0.9833,"{'n_estimators': 1900, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_depth': 20, 'bootstrap': False}",43
wine,RandomForest,0.9497,"{'n_estimators': 1300, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_depth': 60, 'bootstrap': True}",44
wine,RandomForest,0.9554,"{'n_estimators': 250, 'min_samples_split': 7, 'min_samples_leaf': 9, 'max_depth': 80, 'bootstrap': True}",45
wine,RandomForest,0.9497,"{'n_estimators': 1350, 'min_samples_split': 9, 'min_samples_leaf': 8, 'max_depth': 40, 'bootstrap': True}",46
wine,RandomForest,0.961,"{'n_estimators': 800, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_depth': 40, 'bootstrap': True}",47
wine,RandomForest,0.9721,"{'n_estimators': 250, 'min_samples_split': 6, 'min_samples_leaf': 8, 'max_depth': 60, 'bootstrap': False}",48
wine,RandomForest,0.9721,"{'n_estimators': 350, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_depth': 60, 'bootstrap': False}",49
wine,XGBoost,0.9554,"{'subsample': 0.9444444444444444, 'n_estimators': 850, 'max_depth': 3, 'learning_rate': 0.042222222222222223, 'colsample_bytree': 0.8888888888888888}",0
wine,XGBoost,0.9498,"{'subsample': 0.8888888888888888, 'n_estimators': 950, 'max_depth': 8, 'learning_rate': 0.1711111111111111, 'colsample_bytree': 0.9444444444444444}",1
wine,XGBoost,0.9611,"{'subsample': 0.6111111111111112, 'n_estimators': 400, 'max_depth': 2, 'learning_rate': 0.23555555555555557, 'colsample_bytree': 0.8888888888888888}",2
wine,XGBoost,0.9556,"{'subsample': 0.7222222222222222, 'n_estimators': 750, 'max_depth': 6, 'learning_rate': 0.01, 'colsample_bytree': 0.8333333333333333}",3
wine,XGBoost,0.9443,"{'subsample': 1.0, 'n_estimators': 900, 'max_depth': 1, 'learning_rate': 0.01, 'colsample_bytree': 0.8888888888888888}",4
wine,XGBoost,0.9498,"{'subsample': 0.9444444444444444, 'n_estimators': 350, 'max_depth': 5, 'learning_rate': 0.1388888888888889, 'colsample_bytree': 0.8333333333333333}",5
wine,XGBoost,0.9554,"{'subsample': 0.8333333333333333, 'n_estimators': 850, 'max_depth': 1, 'learning_rate': 0.07444444444444444, 'colsample_bytree': 0.6666666666666666}",6
wine,XGBoost,0.9498,"{'subsample': 0.8888888888888888, 'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.9444444444444444}",7
wine,XGBoost,0.9387,"{'subsample': 0.8333333333333333, 'n_estimators': 600, 'max_depth': 4, 'learning_rate': 0.2677777777777778, 'colsample_bytree': 1.0}",8
wine,XGBoost,0.9498,"{'subsample': 0.9444444444444444, 'n_estimators': 500, 'max_depth': 2, 'learning_rate': 0.042222222222222223, 'colsample_bytree': 0.7777777777777778}",9
wine,XGBoost,0.9611,"{'subsample': 0.8888888888888888, 'n_estimators': 300, 'max_depth': 9, 'learning_rate': 0.1711111111111111, 'colsample_bytree': 0.8333333333333333}",10
wine,XGBoost,0.9667,"{'subsample': 0.7222222222222222, 'n_estimators': 850, 'max_depth': 8, 'learning_rate': 0.10666666666666666, 'colsample_bytree': 0.8888888888888888}",11
wine,XGBoost,0.9611,"{'subsample': 0.6666666666666666, 'n_estimators': 350, 'max_depth': 4, 'learning_rate': 0.3, 'colsample_bytree': 0.5}",12
wine,XGBoost,0.9722,"{'subsample': 0.5, 'n_estimators': 300, 'max_depth': 1, 'learning_rate': 0.1388888888888889, 'colsample_bytree': 0.6111111111111112}",13
wine,XGBoost,0.9667,"{'subsample': 0.5555555555555556, 'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.3, 'colsample_bytree': 0.6666666666666666}",14
wine,XGBoost,0.9778,"{'subsample': 0.5, 'n_estimators': 200, 'max_depth': 9, 'learning_rate': 0.23555555555555557, 'colsample_bytree': 0.6666666666666666}",15
wine,XGBoost,0.9667,"{'subsample': 1.0, 'n_estimators': 50, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 0.5}",16
wine,XGBoost,0.9611,"{'subsample': 0.7777777777777778, 'n_estimators': 400, 'max_depth': 9, 'learning_rate': 0.1388888888888889, 'colsample_bytree': 0.6666666666666666}",17
wine,XGBoost,0.9667,"{'subsample': 0.7777777777777778, 'n_estimators': 700, 'max_depth': 9, 'learning_rate': 0.23555555555555557, 'colsample_bytree': 0.6666666666666666}",18
wine,XGBoost,0.9722,"{'subsample': 0.5555555555555556, 'n_estimators': 950, 'max_depth': 1, 'learning_rate': 0.10666666666666666, 'colsample_bytree': 0.5}",19
wine,XGBoost,0.9556,"{'subsample': 0.7777777777777778, 'n_estimators': 950, 'max_depth': 4, 'learning_rate': 0.01, 'colsample_bytree': 0.8333333333333333}",20
wine,XGBoost,0.9611,"{'subsample': 0.7777777777777778, 'n_estimators': 950, 'max_depth': 8, 'learning_rate': 0.3, 'colsample_bytree': 0.7222222222222222}",21
wine,XGBoost,0.9443,"{'subsample': 0.7777777777777778, 'n_estimators': 850, 'max_depth': 4, 'learning_rate': 0.10666666666666666, 'colsample_bytree': 1.0}",22
wine,XGBoost,0.9498,"{'subsample': 0.9444444444444444, 'n_estimators': 400, 'max_depth': 4, 'learning_rate': 0.20333333333333334, 'colsample_bytree': 0.8888888888888888}",23
wine,XGBoost,0.9611,"{'subsample': 0.5, 'n_estimators': 900, 'max_depth': 6, 'learning_rate': 0.042222222222222223, 'colsample_bytree': 1.0}",24
wine,XGBoost,0.9611,"{'subsample': 0.9444444444444444, 'n_estimators': 600, 'max_depth': 4, 'learning_rate': 0.3, 'colsample_bytree': 0.7222222222222222}",25
wine,XGBoost,0.9554,"{'subsample': 0.8888888888888888, 'n_estimators': 900, 'max_depth': 6, 'learning_rate': 0.042222222222222223, 'colsample_bytree': 0.8888888888888888}",26
wine,XGBoost,0.9611,"{'subsample': 0.6666666666666666, 'n_estimators': 850, 'max_depth': 4, 'learning_rate': 0.23555555555555557, 'colsample_bytree': 0.9444444444444444}",27
wine,XGBoost,0.9667,"{'subsample': 0.6666666666666666, 'n_estimators': 950, 'max_depth': 3, 'learning_rate': 0.20333333333333334, 'colsample_bytree': 0.8888888888888888}",28
wine,XGBoost,0.9667,"{'subsample': 0.8888888888888888, 'n_estimators': 450, 'max_depth': 6, 'learning_rate': 0.042222222222222223, 'colsample_bytree': 0.5}",29
wine,XGBoost,0.9556,"{'subsample': 0.7777777777777778, 'n_estimators': 850, 'max_depth': 4, 'learning_rate': 0.07444444444444444, 'colsample_bytree': 0.8888888888888888}",30
wine,XGBoost,0.9722,"{'subsample': 0.7777777777777778, 'n_estimators': 900, 'max_depth': 4, 'learning_rate': 0.2677777777777778, 'colsample_bytree': 0.6666666666666666}",31
wine,XGBoost,0.9667,"{'subsample': 0.5555555555555556, 'n_estimators': 150, 'max_depth': 1, 'learning_rate': 0.20333333333333334, 'colsample_bytree': 0.8888888888888888}",32
wine,XGBoost,0.9667,"{'subsample': 0.7222222222222222, 'n_estimators': 550, 'max_depth': 5, 'learning_rate': 0.3, 'colsample_bytree': 0.7222222222222222}",33
wine,XGBoost,0.9443,"{'subsample': 0.7777777777777778, 'n_estimators': 150, 'max_depth': 6, 'learning_rate': 0.23555555555555557, 'colsample_bytree': 1.0}",34
wine,XGBoost,0.9667,"{'subsample': 0.8333333333333333, 'n_estimators': 150, 'max_depth': 8, 'learning_rate': 0.3, 'colsample_bytree': 0.8333333333333333}",35
wine,XGBoost,0.9722,"{'subsample': 0.7777777777777778, 'n_estimators': 900, 'max_depth': 4, 'learning_rate': 0.3, 'colsample_bytree': 0.6666666666666666}",36
wine,XGBoost,0.9611,"{'subsample': 0.8333333333333333, 'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.10666666666666666, 'colsample_bytree': 0.6666666666666666}",37
wine,XGBoost,0.961,"{'subsample': 0.6666666666666666, 'n_estimators': 600, 'max_depth': 1, 'learning_rate': 0.3, 'colsample_bytree': 0.6666666666666666}",38
wine,XGBoost,0.9722,"{'subsample': 0.5555555555555556, 'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.2677777777777778, 'colsample_bytree': 0.5555555555555556}",39
wine,XGBoost,0.9667,"{'subsample': 0.8333333333333333, 'n_estimators': 650, 'max_depth': 9, 'learning_rate': 0.23555555555555557, 'colsample_bytree': 0.8333333333333333}",40
wine,XGBoost,0.9722,"{'subsample': 0.7222222222222222, 'n_estimators': 950, 'max_depth': 6, 'learning_rate': 0.20333333333333334, 'colsample_bytree': 0.5}",41
wine,XGBoost,0.9667,"{'subsample': 0.6111111111111112, 'n_estimators': 650, 'max_depth': 4, 'learning_rate': 0.01, 'colsample_bytree': 0.7222222222222222}",42
wine,XGBoost,0.9667,"{'subsample': 0.5, 'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.07444444444444444, 'colsample_bytree': 0.5}",43
wine,XGBoost,0.9722,"{'subsample': 0.8333333333333333, 'n_estimators': 950, 'max_depth': 3, 'learning_rate': 0.1388888888888889, 'colsample_bytree': 0.6111111111111112}",44
wine,XGBoost,0.9611,"{'subsample': 0.6666666666666666, 'n_estimators': 550, 'max_depth': 1, 'learning_rate': 0.042222222222222223, 'colsample_bytree': 0.7777777777777778}",45
wine,XGBoost,0.9443,"{'subsample': 1.0, 'n_estimators': 750, 'max_depth': 8, 'learning_rate': 0.07444444444444444, 'colsample_bytree': 0.9444444444444444}",46
wine,XGBoost,0.9611,"{'subsample': 0.6111111111111112, 'n_estimators': 300, 'max_depth': 2, 'learning_rate': 0.1711111111111111, 'colsample_bytree': 0.5}",47
wine,XGBoost,0.9441,"{'subsample': 1.0, 'n_estimators': 600, 'max_depth': 6, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",48
wine,XGBoost,0.9667,"{'subsample': 0.9444444444444444, 'n_estimators': 650, 'max_depth': 8, 'learning_rate': 0.3, 'colsample_bytree': 0.6666666666666666}",49
breast_cancer,KNN,0.935,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 12}",0
breast_cancer,KNN,0.9297,"{'weights': 'distance', 'p': 1, 'n_neighbors': 18}",1
breast_cancer,KNN,0.9279,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 3}",2
breast_cancer,KNN,0.9297,"{'weights': 'distance', 'p': 2, 'n_neighbors': 13}",3
breast_cancer,KNN,0.9332,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 12}",4
breast_cancer,KNN,0.928,"{'weights': 'distance', 'p': 1, 'n_neighbors': 19}",5
breast_cancer,KNN,0.9279,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 8}",6
breast_cancer,KNN,0.9191,"{'weights': 'distance', 'p': 2, 'n_neighbors': 4}",7
breast_cancer,KNN,0.9209,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 4}",8
breast_cancer,KNN,0.9332,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 13}",9
breast_cancer,KNN,0.9297,"{'weights': 'distance', 'p': 1, 'n_neighbors': 20}",10
