dataset,model,score,hyperparameters,iteration
breast_cancer,KNN,0.9297,"{'weights': 'distance', 'p': 2, 'n_neighbors': 15}",11
breast_cancer,KNN,0.9297,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 19}",12
breast_cancer,KNN,0.9297,"{'weights': 'distance', 'p': 1, 'n_neighbors': 26}",13
breast_cancer,KNN,0.9138,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 2}",14
breast_cancer,KNN,0.9244,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 6}",15
breast_cancer,KNN,0.9333,"{'weights': 'distance', 'p': 1, 'n_neighbors': 15}",16
breast_cancer,KNN,0.9297,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 22}",17
breast_cancer,KNN,0.928,"{'weights': 'distance', 'p': 2, 'n_neighbors': 27}",18
breast_cancer,KNN,0.9262,"{'weights': 'distance', 'p': 2, 'n_neighbors': 24}",19
breast_cancer,KNN,0.9367,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 11}",20
breast_cancer,KNN,0.9315,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 5}",21
breast_cancer,KNN,0.9315,"{'weights': 'distance', 'p': 2, 'n_neighbors': 9}",22
breast_cancer,KNN,0.928,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 18}",23
breast_cancer,KNN,0.9227,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 24}",24
breast_cancer,KNN,0.9297,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 17}",25
breast_cancer,KNN,0.9262,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 7}",26
breast_cancer,KNN,0.9297,"{'weights': 'distance', 'p': 1, 'n_neighbors': 23}",27
breast_cancer,KNN,0.9315,"{'weights': 'distance', 'p': 1, 'n_neighbors': 22}",28
breast_cancer,KNN,0.9297,"{'weights': 'distance', 'p': 1, 'n_neighbors': 21}",29
breast_cancer,KNN,0.9297,"{'weights': 'distance', 'p': 2, 'n_neighbors': 5}",30
breast_cancer,KNN,0.9315,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 9}",31
breast_cancer,KNN,0.9333,"{'weights': 'distance', 'p': 1, 'n_neighbors': 13}",32
breast_cancer,KNN,0.9297,"{'weights': 'distance', 'p': 1, 'n_neighbors': 4}",33
breast_cancer,KNN,0.935,"{'weights': 'distance', 'p': 1, 'n_neighbors': 10}",34
breast_cancer,KNN,0.9332,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 16}",35
breast_cancer,KNN,0.9332,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 18}",36
breast_cancer,KNN,0.9385,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 9}",37
breast_cancer,KNN,0.9245,"{'weights': 'distance', 'p': 2, 'n_neighbors': 21}",38
breast_cancer,KNN,0.9279,"{'weights': 'distance', 'p': 1, 'n_neighbors': 3}",39
breast_cancer,KNN,0.9245,"{'weights': 'distance', 'p': 2, 'n_neighbors': 28}",40
breast_cancer,KNN,0.9297,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 19}",41
breast_cancer,KNN,0.928,"{'weights': 'distance', 'p': 2, 'n_neighbors': 11}",42
breast_cancer,KNN,0.9279,"{'weights': 'distance', 'p': 2, 'n_neighbors': 10}",43
breast_cancer,KNN,0.9367,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 6}",44
breast_cancer,KNN,0.9297,"{'weights': 'distance', 'p': 1, 'n_neighbors': 28}",45
breast_cancer,KNN,0.9315,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 10}",46
breast_cancer,KNN,0.9174,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 29}",47
breast_cancer,KNN,0.9244,"{'weights': 'distance', 'p': 2, 'n_neighbors': 3}",48
breast_cancer,KNN,0.9279,"{'weights': 'distance', 'p': 2, 'n_neighbors': 12}",49
breast_cancer,RandomForest,0.9561,"{'n_estimators': 1350, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_depth': 60, 'bootstrap': True}",0
breast_cancer,RandomForest,0.9596,"{'n_estimators': 1300, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_depth': 10, 'bootstrap': True}",1
breast_cancer,RandomForest,0.9561,"{'n_estimators': 400, 'min_samples_split': 6, 'min_samples_leaf': 9, 'max_depth': 40, 'bootstrap': False}",2
breast_cancer,RandomForest,0.9578,"{'n_estimators': 250, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_depth': 100, 'bootstrap': False}",3
breast_cancer,RandomForest,0.9631,"{'n_estimators': 400, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_depth': 70, 'bootstrap': False}",4
breast_cancer,RandomForest,0.9578,"{'n_estimators': 1900, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 50, 'bootstrap': True}",5
breast_cancer,RandomForest,0.9561,"{'n_estimators': 1750, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_depth': 30, 'bootstrap': True}",6
breast_cancer,RandomForest,0.9578,"{'n_estimators': 900, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 70, 'bootstrap': True}",7
breast_cancer,RandomForest,0.9596,"{'n_estimators': 1600, 'min_samples_split': 4, 'min_samples_leaf': 6, 'max_depth': 40, 'bootstrap': False}",8
breast_cancer,RandomForest,0.9631,"{'n_estimators': 1900, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_depth': 90, 'bootstrap': True}",9
breast_cancer,RandomForest,0.9649,"{'n_estimators': 1750, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_depth': 80, 'bootstrap': False}",10
breast_cancer,RandomForest,0.9631,"{'n_estimators': 750, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 70, 'bootstrap': False}",11
breast_cancer,RandomForest,0.9543,"{'n_estimators': 1350, 'min_samples_split': 7, 'min_samples_leaf': 8, 'max_depth': 60, 'bootstrap': True}",12
breast_cancer,RandomForest,0.9666,"{'n_estimators': 700, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_depth': 60, 'bootstrap': False}",13
breast_cancer,RandomForest,0.9561,"{'n_estimators': 750, 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_depth': 10, 'bootstrap': True}",14
breast_cancer,RandomForest,0.9649,"{'n_estimators': 550, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_depth': 10, 'bootstrap': True}",15
breast_cancer,RandomForest,0.9508,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 9, 'max_depth': 10, 'bootstrap': True}",16
breast_cancer,RandomForest,0.9508,"{'n_estimators': 1550, 'min_samples_split': 5, 'min_samples_leaf': 9, 'max_depth': 20, 'bootstrap': True}",17
breast_cancer,RandomForest,0.9578,"{'n_estimators': 550, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_depth': 40, 'bootstrap': False}",18
breast_cancer,RandomForest,0.9614,"{'n_estimators': 600, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_depth': 50, 'bootstrap': False}",19
breast_cancer,RandomForest,0.9561,"{'n_estimators': 700, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_depth': 70, 'bootstrap': True}",20
breast_cancer,RandomForest,0.9596,"{'n_estimators': 750, 'min_samples_split': 7, 'min_samples_leaf': 6, 'max_depth': 100, 'bootstrap': False}",21
breast_cancer,RandomForest,0.9631,"{'n_estimators': 550, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_depth': 80, 'bootstrap': True}",22
breast_cancer,RandomForest,0.9614,"{'n_estimators': 250, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_depth': 10, 'bootstrap': False}",23
breast_cancer,RandomForest,0.9561,"{'n_estimators': 700, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 30, 'bootstrap': True}",24
breast_cancer,RandomForest,0.9631,"{'n_estimators': 400, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 10, 'bootstrap': False}",25
breast_cancer,RandomForest,0.9649,"{'n_estimators': 800, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_depth': 60, 'bootstrap': False}",26
breast_cancer,RandomForest,0.9578,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': 100, 'bootstrap': True}",27
breast_cancer,RandomForest,0.9526,"{'n_estimators': 1000, 'min_samples_split': 4, 'min_samples_leaf': 9, 'max_depth': 70, 'bootstrap': True}",28
breast_cancer,RandomForest,0.9578,"{'n_estimators': 150, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_depth': 70, 'bootstrap': True}",29
breast_cancer,RandomForest,0.9631,"{'n_estimators': 650, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': True}",30
breast_cancer,RandomForest,0.9596,"{'n_estimators': 1950, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_depth': 10, 'bootstrap': True}",31
breast_cancer,RandomForest,0.9526,"{'n_estimators': 300, 'min_samples_split': 9, 'min_samples_leaf': 9, 'max_depth': 70, 'bootstrap': True}",32
breast_cancer,RandomForest,0.9649,"{'n_estimators': 850, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_depth': 40, 'bootstrap': False}",33
breast_cancer,RandomForest,0.9578,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 7, 'max_depth': 100, 'bootstrap': False}",34
breast_cancer,RandomForest,0.9543,"{'n_estimators': 1950, 'min_samples_split': 3, 'min_samples_leaf': 7, 'max_depth': 10, 'bootstrap': True}",35
breast_cancer,RandomForest,0.9578,"{'n_estimators': 750, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_depth': 10, 'bootstrap': True}",36
breast_cancer,RandomForest,0.9649,"{'n_estimators': 650, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_depth': 20, 'bootstrap': False}",37
breast_cancer,RandomForest,0.9631,"{'n_estimators': 1400, 'min_samples_split': 7, 'min_samples_leaf': 5, 'max_depth': 90, 'bootstrap': False}",38
breast_cancer,RandomForest,0.9561,"{'n_estimators': 1700, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 50, 'bootstrap': True}",39
breast_cancer,RandomForest,0.9578,"{'n_estimators': 1200, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_depth': 20, 'bootstrap': True}",40
breast_cancer,RandomForest,0.9543,"{'n_estimators': 800, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_depth': 20, 'bootstrap': True}",41
breast_cancer,RandomForest,0.9666,"{'n_estimators': 1800, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_depth': 60, 'bootstrap': False}",42
breast_cancer,RandomForest,0.9649,"{'n_estimators': 1900, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_depth': 20, 'bootstrap': False}",43
breast_cancer,RandomForest,0.9561,"{'n_estimators': 1300, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_depth': 60, 'bootstrap': True}",44
breast_cancer,RandomForest,0.9526,"{'n_estimators': 250, 'min_samples_split': 7, 'min_samples_leaf': 9, 'max_depth': 80, 'bootstrap': True}",45
breast_cancer,RandomForest,0.9543,"{'n_estimators': 1350, 'min_samples_split': 9, 'min_samples_leaf': 8, 'max_depth': 40, 'bootstrap': True}",46
breast_cancer,RandomForest,0.9578,"{'n_estimators': 800, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_depth': 40, 'bootstrap': True}",47
breast_cancer,RandomForest,0.9596,"{'n_estimators': 250, 'min_samples_split': 6, 'min_samples_leaf': 8, 'max_depth': 60, 'bootstrap': False}",48
breast_cancer,RandomForest,0.9596,"{'n_estimators': 350, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_depth': 60, 'bootstrap': False}",49
breast_cancer,XGBoost,0.9684,"{'subsample': 0.9444444444444444, 'n_estimators': 850, 'max_depth': 3, 'learning_rate': 0.042222222222222223, 'colsample_bytree': 0.8888888888888888}",0
breast_cancer,XGBoost,0.9701,"{'subsample': 0.8888888888888888, 'n_estimators': 950, 'max_depth': 8, 'learning_rate': 0.1711111111111111, 'colsample_bytree': 0.9444444444444444}",1
breast_cancer,XGBoost,0.9719,"{'subsample': 0.6111111111111112, 'n_estimators': 400, 'max_depth': 2, 'learning_rate': 0.23555555555555557, 'colsample_bytree': 0.8888888888888888}",2
breast_cancer,XGBoost,0.9666,"{'subsample': 0.7222222222222222, 'n_estimators': 750, 'max_depth': 6, 'learning_rate': 0.01, 'colsample_bytree': 0.8333333333333333}",3
breast_cancer,XGBoost,0.9561,"{'subsample': 1.0, 'n_estimators': 900, 'max_depth': 1, 'learning_rate': 0.01, 'colsample_bytree': 0.8888888888888888}",4
breast_cancer,XGBoost,0.9754,"{'subsample': 0.9444444444444444, 'n_estimators': 350, 'max_depth': 5, 'learning_rate': 0.1388888888888889, 'colsample_bytree': 0.8333333333333333}",5
breast_cancer,XGBoost,0.9737,"{'subsample': 0.8333333333333333, 'n_estimators': 850, 'max_depth': 1, 'learning_rate': 0.07444444444444444, 'colsample_bytree': 0.6666666666666666}",6
breast_cancer,XGBoost,0.9631,"{'subsample': 0.8888888888888888, 'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.9444444444444444}",7
breast_cancer,XGBoost,0.9701,"{'subsample': 0.8333333333333333, 'n_estimators': 600, 'max_depth': 4, 'learning_rate': 0.2677777777777778, 'colsample_bytree': 1.0}",8
breast_cancer,XGBoost,0.9684,"{'subsample': 0.9444444444444444, 'n_estimators': 500, 'max_depth': 2, 'learning_rate': 0.042222222222222223, 'colsample_bytree': 0.7777777777777778}",9
breast_cancer,XGBoost,0.9719,"{'subsample': 0.8888888888888888, 'n_estimators': 300, 'max_depth': 9, 'learning_rate': 0.1711111111111111, 'colsample_bytree': 0.8333333333333333}",10
breast_cancer,XGBoost,0.9683,"{'subsample': 0.7222222222222222, 'n_estimators': 850, 'max_depth': 8, 'learning_rate': 0.10666666666666666, 'colsample_bytree': 0.8888888888888888}",11
breast_cancer,XGBoost,0.9719,"{'subsample': 0.6666666666666666, 'n_estimators': 350, 'max_depth': 4, 'learning_rate': 0.3, 'colsample_bytree': 0.5}",12
breast_cancer,XGBoost,0.9719,"{'subsample': 0.5, 'n_estimators': 300, 'max_depth': 1, 'learning_rate': 0.1388888888888889, 'colsample_bytree': 0.6111111111111112}",13
breast_cancer,XGBoost,0.9718,"{'subsample': 0.5555555555555556, 'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.3, 'colsample_bytree': 0.6666666666666666}",14
breast_cancer,XGBoost,0.9754,"{'subsample': 0.5, 'n_estimators': 200, 'max_depth': 9, 'learning_rate': 0.23555555555555557, 'colsample_bytree': 0.6666666666666666}",15
breast_cancer,XGBoost,0.9385,"{'subsample': 1.0, 'n_estimators': 50, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 0.5}",16
breast_cancer,XGBoost,0.9719,"{'subsample': 0.7777777777777778, 'n_estimators': 400, 'max_depth': 9, 'learning_rate': 0.1388888888888889, 'colsample_bytree': 0.6666666666666666}",17
breast_cancer,XGBoost,0.9719,"{'subsample': 0.7777777777777778, 'n_estimators': 700, 'max_depth': 9, 'learning_rate': 0.23555555555555557, 'colsample_bytree': 0.6666666666666666}",18
breast_cancer,XGBoost,0.9701,"{'subsample': 0.5555555555555556, 'n_estimators': 950, 'max_depth': 1, 'learning_rate': 0.10666666666666666, 'colsample_bytree': 0.5}",19
breast_cancer,XGBoost,0.9684,"{'subsample': 0.7777777777777778, 'n_estimators': 950, 'max_depth': 4, 'learning_rate': 0.01, 'colsample_bytree': 0.8333333333333333}",20
breast_cancer,XGBoost,0.9719,"{'subsample': 0.7777777777777778, 'n_estimators': 950, 'max_depth': 8, 'learning_rate': 0.3, 'colsample_bytree': 0.7222222222222222}",21
breast_cancer,XGBoost,0.9719,"{'subsample': 0.7777777777777778, 'n_estimators': 850, 'max_depth': 4, 'learning_rate': 0.10666666666666666, 'colsample_bytree': 1.0}",22
breast_cancer,XGBoost,0.9736,"{'subsample': 0.9444444444444444, 'n_estimators': 400, 'max_depth': 4, 'learning_rate': 0.20333333333333334, 'colsample_bytree': 0.8888888888888888}",23
breast_cancer,XGBoost,0.9736,"{'subsample': 0.5, 'n_estimators': 900, 'max_depth': 6, 'learning_rate': 0.042222222222222223, 'colsample_bytree': 1.0}",24
breast_cancer,XGBoost,0.9701,"{'subsample': 0.9444444444444444, 'n_estimators': 600, 'max_depth': 4, 'learning_rate': 0.3, 'colsample_bytree': 0.7222222222222222}",25
breast_cancer,XGBoost,0.9719,"{'subsample': 0.8888888888888888, 'n_estimators': 900, 'max_depth': 6, 'learning_rate': 0.042222222222222223, 'colsample_bytree': 0.8888888888888888}",26
breast_cancer,XGBoost,0.9701,"{'subsample': 0.6666666666666666, 'n_estimators': 850, 'max_depth': 4, 'learning_rate': 0.23555555555555557, 'colsample_bytree': 0.9444444444444444}",27
breast_cancer,XGBoost,0.9701,"{'subsample': 0.6666666666666666, 'n_estimators': 950, 'max_depth': 3, 'learning_rate': 0.20333333333333334, 'colsample_bytree': 0.8888888888888888}",28
breast_cancer,XGBoost,0.9684,"{'subsample': 0.8888888888888888, 'n_estimators': 450, 'max_depth': 6, 'learning_rate': 0.042222222222222223, 'colsample_bytree': 0.5}",29
breast_cancer,XGBoost,0.9736,"{'subsample': 0.7777777777777778, 'n_estimators': 850, 'max_depth': 4, 'learning_rate': 0.07444444444444444, 'colsample_bytree': 0.8888888888888888}",30
breast_cancer,XGBoost,0.9719,"{'subsample': 0.7777777777777778, 'n_estimators': 900, 'max_depth': 4, 'learning_rate': 0.2677777777777778, 'colsample_bytree': 0.6666666666666666}",31
breast_cancer,XGBoost,0.9684,"{'subsample': 0.5555555555555556, 'n_estimators': 150, 'max_depth': 1, 'learning_rate': 0.20333333333333334, 'colsample_bytree': 0.8888888888888888}",32
breast_cancer,XGBoost,0.9736,"{'subsample': 0.7222222222222222, 'n_estimators': 550, 'max_depth': 5, 'learning_rate': 0.3, 'colsample_bytree': 0.7222222222222222}",33
breast_cancer,XGBoost,0.9701,"{'subsample': 0.7777777777777778, 'n_estimators': 150, 'max_depth': 6, 'learning_rate': 0.23555555555555557, 'colsample_bytree': 1.0}",34
breast_cancer,XGBoost,0.9736,"{'subsample': 0.8333333333333333, 'n_estimators': 150, 'max_depth': 8, 'learning_rate': 0.3, 'colsample_bytree': 0.8333333333333333}",35
breast_cancer,XGBoost,0.9736,"{'subsample': 0.7777777777777778, 'n_estimators': 900, 'max_depth': 4, 'learning_rate': 0.3, 'colsample_bytree': 0.6666666666666666}",36
breast_cancer,XGBoost,0.9684,"{'subsample': 0.8333333333333333, 'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.10666666666666666, 'colsample_bytree': 0.6666666666666666}",37
breast_cancer,XGBoost,0.9737,"{'subsample': 0.6666666666666666, 'n_estimators': 600, 'max_depth': 1, 'learning_rate': 0.3, 'colsample_bytree': 0.6666666666666666}",38
breast_cancer,XGBoost,0.9719,"{'subsample': 0.5555555555555556, 'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.2677777777777778, 'colsample_bytree': 0.5555555555555556}",39
breast_cancer,XGBoost,0.9701,"{'subsample': 0.8333333333333333, 'n_estimators': 650, 'max_depth': 9, 'learning_rate': 0.23555555555555557, 'colsample_bytree': 0.8333333333333333}",40
breast_cancer,XGBoost,0.9719,"{'subsample': 0.7222222222222222, 'n_estimators': 950, 'max_depth': 6, 'learning_rate': 0.20333333333333334, 'colsample_bytree': 0.5}",41
breast_cancer,XGBoost,0.9684,"{'subsample': 0.6111111111111112, 'n_estimators': 650, 'max_depth': 4, 'learning_rate': 0.01, 'colsample_bytree': 0.7222222222222222}",42
breast_cancer,XGBoost,0.9754,"{'subsample': 0.5, 'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.07444444444444444, 'colsample_bytree': 0.5}",43
breast_cancer,XGBoost,0.9719,"{'subsample': 0.8333333333333333, 'n_estimators': 950, 'max_depth': 3, 'learning_rate': 0.1388888888888889, 'colsample_bytree': 0.6111111111111112}",44
breast_cancer,XGBoost,0.9736,"{'subsample': 0.6666666666666666, 'n_estimators': 550, 'max_depth': 1, 'learning_rate': 0.042222222222222223, 'colsample_bytree': 0.7777777777777778}",45
breast_cancer,XGBoost,0.9771,"{'subsample': 1.0, 'n_estimators': 750, 'max_depth': 8, 'learning_rate': 0.07444444444444444, 'colsample_bytree': 0.9444444444444444}",46
breast_cancer,XGBoost,0.9771,"{'subsample': 0.6111111111111112, 'n_estimators': 300, 'max_depth': 2, 'learning_rate': 0.1711111111111111, 'colsample_bytree': 0.5}",47
breast_cancer,XGBoost,0.9631,"{'subsample': 1.0, 'n_estimators': 600, 'max_depth': 6, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",48
breast_cancer,XGBoost,0.9684,"{'subsample': 0.9444444444444444, 'n_estimators': 650, 'max_depth': 8, 'learning_rate': 0.3, 'colsample_bytree': 0.6666666666666666}",49
