Iteracja;estimator__max_depth;estimator__max_features;estimator__max_samples;estimator__min_samples_split;estimator__n_estimators;Srednia dokladnosc;Czas
1;6;sqrt;0.5363636363636364;0.41515151515151516;1275;0.7395925637514209;4.360433053970337
2;10;log2;0.9545454545454545;0.4313131313131313;74;0.7389951039624785;0.31861224174499514
3;11;sqrt;0.32727272727272727;0.24141414141414141;824;0.7410882271331776;2.912506866455078
4;12;sqrt;0.16363636363636364;0.4757575757575757;109;0.5067345130367069;0.34365158081054686
5;12;log2;0.2727272727272727;0.2090909090909091;835;0.7401913661466304;3.0420982360839846
6;5;log2;0.6818181818181818;0.23737373737373738;214;0.741687924599232;1.1098620414733886
7;11;sqrt;0.9090909090909091;0.302020202020202;1982;0.7425861281920464;10.26614956855774
8;19;log2;0.38181818181818183;0.12828282828282828;781;0.7470753560144285;3.5029199600219725
9;14;sqrt;0.5909090909090909;0.4353535353535354;1519;0.7410895697394448;6.523924827575684
10;16;log2;0.40909090909090906;0.3464646464646465;1915;0.5067345130367069;7.123618268966675
11;15;sqrt;0.8909090909090909;0.20505050505050504;1769;0.7500662352425194;11.751855659484864
12;6;sqrt;0.2909090909090909;0.22121212121212122;1706;0.7407892734709952;7.700037479400635
13;16;sqrt;0.5181818181818182;0.12828282828282828;1014;0.7548553117979288;6.442349147796631
14;7;sqrt;0.26363636363636367;0.30606060606060603;228;0.5067345130367069;0.8739346981048584
15;3;sqrt;0.8818181818181817;0.41515151515151516;723;0.7401918136820529;3.623957633972168
16;15;sqrt;0.709090909090909;0.12424242424242425;1677;0.7689258254790866;11.570099496841431
17;5;sqrt;0.9727272727272727;0.29393939393939394;1303;0.7434838842494383;7.434678792953491
18;7;log2;0.4181818181818182;0.39494949494949494;221;0.5067345130367069;0.849813175201416
19;4;sqrt;0.28181818181818186;0.4313131313131313;826;0.5067345130367069;2.8669862747192383
20;8;sqrt;0.6545454545454545;0.491919191919192;1374;0.5067345130367069;4.998322534561157
21;16;sqrt;0.709090909090909;0.42727272727272725;799;0.7419886684031041;3.8626953125
22;19;log2;0.7545454545454545;0.4191919191919192;1077;0.7401927087528978;5.30502028465271
23;10;sqrt;0.5454545454545454;0.28181818181818186;443;0.7419873257968368;2.136687231063843
24;8;log2;0.33636363636363636;0.20101010101010103;175;0.7407892734709952;0.7932069778442383
25;10;sqrt;0.7999999999999999;0.40303030303030307;1432;0.7407910636126849;7.110270357131958
26;10;sqrt;0.7545454545454545;0.10808080808080808;684;0.774612658091888;5.298961496353149
27;16;log2;0.8545454545454545;0.3222222222222222;1720;0.7416861344575423;10.02330002784729
28;3;sqrt;0.40909090909090906;0.26161616161616164;804;0.7401904710757856;4.039792823791504
29;13;log2;0.4636363636363636;0.29393939393939394;1585;0.7407906160772625;7.6645856380462645
30;9;log2;0.7818181818181817;0.15252525252525254;1037;0.7644352550504374;7.601561737060547
31;4;sqrt;0.13636363636363635;0.4878787878787879;847;0.5067345130367069;3.201911973953247
32;16;sqrt;0.23636363636363636;0.30606060606060603;1551;0.5067345130367069;6.128582429885864
33;13;log2;0.8090909090909091;0.31414141414141417;93;0.7422858319235968;0.6768779277801513
34;13;log2;0.8272727272727273;0.15656565656565657;831;0.7632372027245956;6.3512249946594235
35;6;sqrt;0.609090909090909;0.1808080808080808;45;0.7470735658727389;0.38710522651672363
36;6;sqrt;0.9454545454545454;0.43939393939393945;1402;0.7413889709370497;7.540310001373291
37;3;sqrt;0.4545454545454546;0.491919191919192;107;0.5067345130367069;0.4549277305603027
38;4;sqrt;0.6;0.4757575757575757;1405;0.5067345130367069;5.67583065032959
39;13;log2;0.47272727272727266;0.17676767676767677;902;0.7452807389704896;5.070448350906372
40;16;sqrt;0.15454545454545454;0.21313131313131314;821;0.5067345130367069;3.2950002670288088
41;9;log2;0.6636363636363636;0.19696969696969696;546;0.7428850818542287;3.5794254779815673
42;16;sqrt;0.8272727272727273;0.10808080808080808;1676;0.7761092165444896;17.017068338394164
43;5;sqrt;0.1181818181818182;0.49595959595959593;1092;0.5067345130367069;4.623742866516113
44;1;log2;0.8727272727272727;0.14444444444444446;320;0.7398946501615604;1.8624846458435058
45;3;sqrt;0.7272727272727272;0.2696969696969697;798;0.7443816403068303;5.398067998886108
46;12;sqrt;0.7818181818181817;0.29393939393939394;1255;0.7428837392479615;9.095914506912232
47;18;log2;0.4363636363636364;0.4434343434343434;1438;0.5067345130367069;6.602579879760742
48;2;log2;0.2090909090909091;0.39494949494949494;1149;0.5067345130367069;5.7061910152435305
49;3;log2;0.28181818181818186;0.37070707070707076;959;0.5067345130367069;5.009513902664184
50;8;sqrt;0.7363636363636363;0.23737373737373738;605;0.7446810415044351;4.898493528366089
51;15;log2;0.14545454545454545;0.19696969696969696;157;0.5067345130367069;0.7818920612335205
52;3;sqrt;0.1272727272727273;0.38282828282828285;1939;0.5067345130367069;13.994117212295532
53;8;log2;0.9363636363636363;0.4878787878787879;485;0.7401922612174754;3.95737566947937
54;13;log2;0.34545454545454546;0.28585858585858587;1376;0.7419877733322593;12.08839521408081
55;17;sqrt;0.23636363636363636;0.4434343434343434;231;0.5067345130367069;1.518805980682373
56;13;sqrt;0.17272727272727273;0.2777777777777778;307;0.5067345130367069;2.193188190460205
57;13;log2;0.2090909090909091;0.25757575757575757;940;0.5067345130367069;9.034383296966553
58;15;log2;0.3909090909090909;0.3181818181818182;952;0.7398937550907155;10.714033222198486
59;17;sqrt;0.8090909090909091;0.3666666666666667;1311;0.7413880758662048;22.0783757686615
60;12;log2;0.5727272727272728;0.43939393939393945;143;0.738996446568746;3.4227801322937013
61;13;sqrt;0.36363636363636365;0.19292929292929295;795;0.7416892672054993;14.956568098068237
62;17;sqrt;0.7636363636363636;0.21717171717171718;1491;0.7479722170009756;30.70507788658142
63;11;log2;0.4;0.13636363636363635;1173;0.7473738621411885;19.775220441818238
64;7;sqrt;0.9454545454545454;0.491919191919192;1807;0.7401918136820529;24.499213409423827
65;18;log2;0.8545454545454545;0.12828282828282828;1879;0.7707222326647155;33.53592219352722
66;17;sqrt;0.9181818181818181;0.22121212121212122;461;0.7473729670703436;7.113183546066284
67;19;sqrt;0.7;0.20101010101010103;713;0.7470771461561182;10.916091346740723
68;19;sqrt;0.7545454545454545;0.13636363636363635;293;0.7659322610384612;5.41432900428772
69;12;log2;0.3090909090909091;0.3868686868686869;406;0.5067345130367069;4.639623785018921
70;14;log2;0.7363636363636363;0.1202020202020202;1241;0.7707231277355604;22.40762801170349
71;1;sqrt;0.22727272727272727;0.398989898989899;419;0.5067345130367069;5.560126495361328
72;8;sqrt;0.14545454545454545;0.407070707070707;1199;0.5067345130367069;13.134866523742676
73;12;log2;0.24545454545454545;0.4232323232323232;868;0.5067345130367069;8.314846467971801
74;13;sqrt;0.49090909090909085;0.15656565656565657;368;0.7461758098153469;4.173220300674439
75;9;sqrt;0.2090909090909091;0.2737373737373737;632;0.5067345130367069;4.407801532745362
76;8;log2;0.17272727272727273;0.18484848484848487;1679;0.5067345130367069;11.525068044662476
77;5;sqrt;0.32727272727272727;0.3383838383838384;506;0.5067345130367069;3.80490927696228
78;15;sqrt;0.8636363636363635;0.48383838383838385;1163;0.7392949526955059;14.00166630744934
79;11;log2;0.9363636363636363;0.297979797979798;358;0.7437846280533105;6.000985431671142
80;17;sqrt;0.8454545454545453;0.41515151515151516;1702;0.7398937550907155;18.456636238098145
81;15;log2;0.1090909090909091;0.42727272727272725;1642;0.5067345130367069;13.361355447769165
82;18;sqrt;0.6909090909090908;0.4313131313131313;1658;0.7395939063576881;15.395892095565795
83;17;sqrt;0.9090909090909091;0.35050505050505054;199;0.7395925637514209;3.2239862442016602
84;9;log2;0.6272727272727272;0.3424242424242424;361;0.7416892672054993;3.8868412017822265
85;1;sqrt;0.7363636363636363;0.3909090909090909;393;0.7413898660078945;6.059795808792114
86;18;log2;0.38181818181818183;0.3222222222222222;866;0.7363022833257252;10.02327561378479
87;14;sqrt;0.5818181818181818;0.3747474747474747;1235;0.7413889709370497;13.656001758575439
88;18;sqrt;0.23636363636363636;0.3222222222222222;731;0.5067345130367069;6.437678861618042
89;10;sqrt;0.9181818181818181;0.45959595959595956;929;0.7395939063576882;9.807269048690795
90;12;log2;0.7454545454545454;0.2898989898989899;761;0.7443807452359854;8.772855710983276
91;19;log2;0.5909090909090909;0.36262626262626263;975;0.742585680656624;9.107807445526124
92;17;log2;0.6272727272727272;0.4353535353535354;369;0.7419868782614144;3.639477777481079
93;8;sqrt;0.49090909090909085;0.44747474747474747;1683;0.5067345130367069;12.337060737609864
94;15;log2;0.7181818181818181;0.4797979797979798;144;0.7410904648102898;1.5643296241760254
95;4;sqrt;0.18181818181818182;0.10404040404040404;1819;0.7437832854470431;15.29778232574463
96;13;log2;0.5545454545454546;0.45151515151515154;1792;0.5067345130367069;13.65861668586731
97;18;sqrt;0.9272727272727272;0.49595959595959593;782;0.7398933075552929;8.695069360733033
98;8;log2;0.32727272727272727;0.23333333333333334;139;0.7425852331212015;1.4956641674041748
99;2;sqrt;0.9272727272727272;0.3383838383838384;918;0.7422853843881744;10.853762865066528
100;11;sqrt;0.8818181818181817;0.2090909090909091;1412;0.7494683279181548;17.40894842147827
101;14;sqrt;0.4545454545454546;0.2656565656565657;1895;0.7410895697394448;16.147183847427367
102;10;sqrt;0.9090909090909091;0.3181818181818182;1453;0.7431831404455662;14.703203535079956
103;19;log2;0.38181818181818183;0.1686868686868687;1554;0.7467755072814014;13.34761929512024
104;11;sqrt;0.6818181818181818;0.3909090909090909;1963;0.7404921099505025;16.684737062454225
105;14;log2;0.5909090909090909;0.22525252525252526;187;0.7428855293896512;1.861146879196167
106;2;sqrt;0.15454545454545454;0.41515151515151516;1041;0.5067345130367069;6.628252696990967
107;6;log2;0.9818181818181817;0.12424242424242425;491;0.7731174422455538;6.9931010723114015
108;12;sqrt;0.5727272727272728;0.3666666666666667;1338;0.7422867269944416;11.425347805023193
109;3;sqrt;0.36363636363636365;0.2777777777777778;1344;0.7413885234016273;11.016574382781982
110;5;sqrt;0.47272727272727266;0.491919191919192;470;0.5067345130367069;3.4228234767913817
111;4;log2;0.13636363636363635;0.45151515151515154;1306;0.5067345130367069;9.005218315124512
112;13;log2;0.8454545454545453;0.297979797979798;564;0.7431840355164112;5.913104581832886
113;12;log2;0.5636363636363636;0.2898989898989899;1563;0.7407892734709952;13.07191023826599
114;5;log2;0.9272727272727272;0.23737373737373738;1782;0.7473729670703436;19.309851694107056
115;13;log2;0.5545454545454546;0.4757575757575757;744;0.5067345130367069;4.934471511840821
116;8;sqrt;0.6454545454545454;0.36262626262626263;1572;0.7419873257968368;13.19411234855652
117;15;sqrt;0.1272727272727273;0.24141414141414141;30;0.5067345130367069;0.30014872550964355
118;18;log2;0.36363636363636365;0.21313131313131314;1092;0.7422862794590191;8.580305910110473
119;19;sqrt;0.22727272727272727;0.3545454545454545;1318;0.5067345130367069;8.54844822883606
120;7;log2;0.8090909090909091;0.19696969696969696;1244;0.7488699730583676;13.577295875549316
121;8;sqrt;0.1;0.35050505050505054;109;0.5067345130367069;0.8019167900085449
122;8;sqrt;0.3727272727272727;0.491919191919192;141;0.5067345130367069;1.041646671295166
123;13;sqrt;0.7636363636363636;0.11616161616161616;1053;0.7725172972440768;13.332951927185059
124;2;log2;0.3727272727272727;0.36262626262626263;427;0.5067345130367069;2.8830323696136473
125;1;log2;0.9363636363636363;0.38282828282828285;665;0.7398928600198706;5.599517869949341
126;3;sqrt;1.0;0.297979797979798;1577;0.7449808902374623;15.979456233978272
127;18;log2;0.8454545454545453;0.15252525252525254;1860;0.7650340574456468;22.659093713760377
128;11;sqrt;0.26363636363636367;0.24545454545454545;1238;0.5067345130367069;7.54784779548645
129;19;sqrt;0.7999999999999999;0.2696969696969697;89;0.7395925637514209;0.9276334762573242
130;9;sqrt;0.38181818181818183;0.40303030303030307;889;0.5067345130367069;5.841698169708252
131;9;log2;0.8727272727272727;0.3868686868686869;1984;0.7407897210064176;17.2319589138031
132;3;log2;0.9636363636363636;0.3181818181818182;1881;0.7428855293896512;18.51280469894409
133;8;sqrt;0.7636363636363636;0.19696969696969696;744;0.7482707231277356;7.977497529983521
134;2;sqrt;0.1090909090909091;0.11212121212121212;832;0.5067345130367069;5.186641788482666
135;18;log2;0.9727272727272727;0.4636363636363636;1782;0.738995551497901;15.197925472259522
136;10;log2;0.8636363636363635;0.10808080808080808;613;0.7758102628823071;8.491517066955566
137;15;sqrt;0.38181818181818183;0.40303030303030307;683;0.5067345130367069;4.267797803878784
138;16;log2;0.6636363636363636;0.1484848484848485;325;0.7587488699730583;3.6068848609924316
139;10;log2;0.6727272727272727;0.29393939393939394;755;0.7458790938302766;6.615548992156983
140;5;sqrt;0.5181818181818182;0.3666666666666667;539;0.7401922612174753;4.315243721008301
141;2;log2;0.24545454545454545;0.29393939393939394;1223;0.5067345130367069;7.648887681961059
142;16;log2;0.7909090909090909;0.10404040404040404;896;0.7755099666138575;11.8779212474823
143;10;sqrt;0.6272727272727272;0.41515151515151516;97;0.7422876220652865;0.9105140686035156
144;6;log2;0.40909090909090906;0.4636363636363636;38;0.5067345130367069;0.33799266815185547
145;3;sqrt;0.3909090909090909;0.10808080808080808;475;0.7506654851731515;4.481488609313965
146;18;log2;0.49090909090909085;0.43939393939393945;269;0.5067345130367069;1.8195260047912598
147;9;sqrt;0.9727272727272727;0.12828282828282828;448;0.7713201399890801;6.037345504760742
148;13;log2;0.7727272727272727;0.15656565656565657;1268;0.7605448296232648;14.502581453323364
149;1;log2;0.1;0.4555555555555556;1031;0.5067345130367069;6.351801776885987
150;16;log2;0.5181818181818182;0.2535353535353535;1223;0.7434847793202832;10.025038909912109
151;8;sqrt;0.9636363636363636;0.4191919191919192;350;0.7392949526955058;3.1469878196716308
152;3;sqrt;0.36363636363636365;0.4555555555555556;560;0.5067345130367069;3.561082887649536
153;5;sqrt;0.33636363636363636;0.3747474747474747;1688;0.5067345130367069;10.766656255722046
154;1;log2;0.38181818181818183;0.1808080808080808;1161;0.7407892734709952;8.983274841308594
155;9;sqrt;0.42727272727272725;0.21313131313131314;896;0.7416888196700769;7.384653329849243
156;16;log2;0.4545454545454546;0.1;1228;0.762638400329386;13.055235528945923
157;10;log2;0.7999999999999999;0.3303030303030303;822;0.7428855293896511;7.593636608123779
158;16;log2;0.4363636363636364;0.3868686868686869;1878;0.5067345130367069;11.908083057403564
159;8;log2;0.5727272727272728;0.2494949494949495;792;0.7443816403068303;7.200221586227417
160;15;log2;0.8636363636363635;0.4191919191919192;1976;0.7413898660078946;16.90812039375305
161;16;sqrt;0.47272727272727266;0.2494949494949495;1789;0.7413880758662048;14.09247465133667
162;11;sqrt;0.7454545454545454;0.25757575757575757;1208;0.743184930587256;11.627288913726806
163;13;sqrt;0.9727272727272727;0.3666666666666667;1070;0.7428837392479615;10.052507638931274
164;6;sqrt;0.2727272727272727;0.18484848484848487;78;0.7419850881197247;0.7278077125549316
165;2;log2;0.6909090909090908;0.407070707070707;823;0.7386965978357187;6.842780494689942
166;7;log2;0.7363636363636363;0.39494949494949494;623;0.7404903198088129;5.238484859466553
167;18;sqrt;0.7909090909090909;0.4191919191919192;1897;0.7401927087528977;16.200774717330933
168;16;log2;0.5272727272727272;0.407070707070707;134;0.7392962953017731;1.1140413761138916
169;19;log2;0.7272727272727272;0.2656565656565657;41;0.747374309676611;0.47068114280700685
170;15;sqrt;0.24545454545454545;0.4313131313131313;1643;0.5067345130367069;10.33795804977417
171;9;log2;0.5181818181818182;0.17676767676767677;964;0.7449799951666175;8.893566417694093
172;7;log2;0.6272727272727272;0.21313131313131314;498;0.7449799951666175;4.8242271900177
173;15;sqrt;0.3727272727272727;0.2656565656565657;103;0.7416888196700769;0.904176902770996
174;10;log2;0.1;0.3909090909090909;713;0.5067345130367069;4.505953454971314
175;18;sqrt;0.3727272727272727;0.32626262626262625;1674;0.5067345130367069;11.11243290901184
176;1;sqrt;0.3545454545454545;0.28181818181818186;1028;0.7398915174136033;8.260479545593261
177;4;log2;0.2181818181818182;0.28181818181818186;1111;0.5067345130367069;7.382041931152344
178;16;sqrt;0.9454545454545454;0.3868686868686869;557;0.7416879245992322;5.159539651870728
179;16;log2;0.2090909090909091;0.3424242424242424;133;0.5067345130367069;0.9820021629333496
180;19;log2;0.4181818181818182;0.2494949494949495;1266;0.7413894184724721;9.934550380706787
181;13;log2;0.5727272727272728;0.37070707070707076;152;0.7407901685418402;1.3075727462768554
182;12;sqrt;0.8727272727272727;0.4676767676767677;1979;0.7416892672054993;17.38557162284851
183;3;sqrt;0.2090909090909091;0.2494949494949495;1407;0.5067345130367069;9.498036289215088
184;6;log2;0.17272727272727273;0.14444444444444446;961;0.7428855293896512;7.059219169616699
185;18;sqrt;0.47272727272727266;0.2696969696969697;252;0.7422867269944416;2.1846543312072755
186;5;sqrt;0.24545454545454545;0.20101010101010103;1745;0.7416874770638096;12.739141416549682
187;5;sqrt;0.6545454545454545;0.13636363636363635;134;0.7635348137805107;1.649477243423462
188;15;sqrt;0.709090909090909;0.30606060606060603;648;0.7422867269944415;5.878758096694947
189;13;log2;0.4181818181818182;0.35050505050505054;1962;0.5067345130367069;12.621528959274292
190;14;log2;0.6363636363636364;0.44747474747474747;1947;0.7422867269944416;16.338368463516236
191;15;log2;0.19090909090909092;0.39494949494949494;1768;0.5067345130367069;11.326771688461303
192;12;sqrt;0.19090909090909092;0.12828282828282828;1775;0.7422862794590191;13.247678661346436
193;6;sqrt;0.4363636363636364;0.2494949494949495;757;0.7407883784001503;6.269897556304931
194;10;log2;0.8636363636363635;0.38282828282828285;1293;0.7407897210064176;11.060383319854736
195;8;log2;0.1272727272727273;0.19292929292929295;1331;0.5067345130367069;8.470553207397462
196;12;sqrt;0.4181818181818182;0.302020202020202;572;0.7416883721346544;4.5082457065582275
197;10;log2;0.5727272727272728;0.28181818181818186;791;0.7422867269944415;6.86598219871521
198;6;log2;0.2181818181818182;0.22121212121212122;452;0.5067345130367069;3.0509435176849364
199;8;log2;0.9727272727272727;0.47171717171717176;236;0.7401931562883203;2.1704798698425294
200;4;log2;0.3;0.28181818181818186;924;0.5067345130367069;5.947276163101196
201;17;sqrt;0.9272727272727272;0.3424242424242424;1653;0.7413867332599375;16.18503623008728
202;17;sqrt;0.7181818181818181;0.10808080808080808;1392;0.7722183435818945;18.633283710479738
203;8;log2;0.32727272727272727;0.2656565656565657;1382;0.7431840355164112;10.82080979347229
204;16;log2;0.5363636363636364;0.3545454545454545;1711;0.7413880758662048;14.63969898223877
205;16;sqrt;0.4181818181818182;0.15252525252525254;1357;0.7467764023522462;12.809318494796752
206;13;log2;0.32727272727272727;0.4555555555555556;983;0.5067345130367069;6.800964260101319
207;11;sqrt;0.9090909090909091;0.3747474747474747;1173;0.7425861281920465;11.059180498123169
208;16;sqrt;0.5454545454545454;0.22121212121212122;1113;0.7455770074201373;10.206446599960326
209;2;sqrt;0.3;0.17272727272727273;169;0.7410886746686;1.460320520401001
210;7;sqrt;0.16363636363636364;0.24545454545454545;94;0.5067345130367069;0.7133521556854248
211;4;log2;0.9636363636363636;0.28181818181818186;47;0.7440840292509152;0.5801160335540771
212;11;log2;0.5818181818181818;0.2737373737373737;544;0.7422862794590191;4.858812141418457
213;11;log2;0.4545454545454546;0.21717171717171718;1893;0.7416879245992319;15.721805095672607
214;19;sqrt;0.47272727272727266;0.2737373737373737;424;0.741389418472472;3.491564178466797
215;11;log2;0.9909090909090909;0.18888888888888888;1059;0.758449021240031;12.604843473434448
216;10;log2;0.6272727272727272;0.17676767676767677;1697;0.7476723682679485;16.972252893447877
217;17;sqrt;0.19090909090909092;0.49595959595959593;680;0.5067345130367069;4.180549764633179
218;17;log2;0.3;0.3787878787878788;1274;0.5067345130367069;8.893595743179322
219;13;log2;0.44545454545454544;0.1;1368;0.7632376502600181;15.570467376708985
220;5;sqrt;0.15454545454545454;0.49595959595959593;1027;0.5067345130367069;7.637298488616944
221;18;sqrt;0.9272727272727272;0.20101010101010103;952;0.7512642875683609;11.803664541244506
222;1;log2;0.8090909090909091;0.3666666666666667;454;0.7404916624150801;4.131304693222046
223;13;sqrt;0.8454545454545453;0.44747474747474747;850;0.7392949526955058;7.48395037651062
224;18;log2;0.8636363636363635;0.42727272727272725;1115;0.7416901622763443;9.767760419845581
225;14;sqrt;0.6454545454545454;0.23737373737373738;810;0.7452798438996446;7.96141209602356
226;4;sqrt;0.3181818181818182;0.1686868686868687;1591;0.7428850818542287;12.951332664489746
227;11;log2;0.14545454545454545;0.407070707070707;708;0.5067345130367069;4.7587159156799315
228;13;sqrt;0.7272727272727272;0.26161616161616164;1675;0.7443811927714079;16.325736331939698
229;7;sqrt;0.38181818181818183;0.31414141414141417;214;0.7428855293896512;1.8696558952331543
230;18;sqrt;0.709090909090909;0.38282828282828285;424;0.7401913661466304;3.800023984909058
231;8;sqrt;0.8636363636363635;0.3666666666666667;1904;0.7419868782614143;16.953589057922365
232;16;sqrt;0.16363636363636364;0.25757575757575757;407;0.5067345130367069;2.7739844799041746
233;17;log2;0.7999999999999999;0.1686868686868687;841;0.7554550092639831;9.665733194351196
234;4;log2;0.2181818181818182;0.4232323232323232;444;0.5067345130367069;2.892212963104248
235;8;sqrt;0.8818181818181817;0.13636363636363635;571;0.7719193899197121;7.377602243423462
236;14;sqrt;0.5363636363636364;0.491919191919192;649;0.5067345130367069;4.183041572570801
237;19;sqrt;0.5909090909090909;0.16464646464646465;1559;0.7491693742559724;15.425997400283814
238;6;sqrt;0.8818181818181817;0.4676767676767677;982;0.7404912148796579;8.329626655578613
239;13;log2;0.1;0.3181818181818182;339;0.5067345130367069;2.237185573577881
240;13;sqrt;0.8363636363636363;0.302020202020202;122;0.7404894247379681;1.2429312229156495
241;2;log2;0.6181818181818182;0.20505050505050504;312;0.745281186505912;2.985632848739624
242;12;sqrt;0.7636363636363636;0.19696969696969696;1223;0.7476728158033709;13.135339784622193
243;2;sqrt;0.5636363636363636;0.3747474747474747;766;0.7416879245992319;6.161682415008545
244;2;log2;0.28181818181818186;0.2535353535353535;1294;0.5067345130367069;8.236677503585815
245;12;log2;0.6636363636363636;0.4797979797979798;462;0.739892412484448;3.9187541961669923
246;19;sqrt;0.8909090909090909;0.32626262626262625;609;0.7434838842494383;5.9008876323699955
247;10;log2;0.28181818181818186;0.45959595959595956;556;0.5067345130367069;3.657591152191162
248;3;sqrt;0.5636363636363636;0.49595959595959593;721;0.5067345130367069;4.75546293258667
249;6;log2;0.709090909090909;0.29393939393939394;622;0.742884186783384;5.8098729133605955
