param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_depth,param_model__learning_rate,param_model__subsample,mean_all_datasets_test_score,std_all_datasets_test_score
47,6,3,2,0.38979591836734695,0.8367346938775511,0.886404477507111,0.0276296869538436
130,8,1,2,0.3438775510204082,0.9336734693877551,0.8884454640009982,0.03110796388901908
15,10,3,2,0.3438775510204082,0.9132653061224489,0.87680408913835,0.02397980023811807
105,6,3,8,0.1510204081632653,0.9438775510204082,0.8831607755493913,0.038817272618291036
31,4,5,4,0.1142857142857143,0.9642857142857143,0.8872298146573669,0.02892454098808503
108,1,1,3,0.23367346938775513,0.8571428571428571,0.8891950932204628,0.03313508413245868
66,4,1,2,0.18775510204081636,0.9030612244897959,0.8864533440340934,0.027139469317800743
139,1,3,8,0.20612244897959187,0.9183673469387755,0.8778685325215982,0.04177770514472837
77,1,3,4,0.4448979591836735,0.9183673469387755,0.8783639243394643,0.03611250346101629
100,1,5,6,0.06836734693877551,0.7755102040816326,0.892378702939298,0.03304469175238733
57,5,2,8,0.1142857142857143,0.8367346938775511,0.8876893283915498,0.035713633194152404
29,6,5,4,0.4908163265306123,0.8571428571428571,0.8843192301147609,0.03182642383775624
137,7,5,4,0.06836734693877551,0.8673469387755102,0.8927921140838581,0.03178016842674786
125,1,2,8,0.05918367346938776,0.846938775510204,0.8901838118238395,0.035714249220684634
119,5,1,5,0.4448979591836735,0.9897959183673469,0.8700497730105593,0.042058376717899214
101,7,2,2,0.20612244897959187,0.8214285714285714,0.8887573897885104,0.028329232739199354
131,3,1,3,0.27040816326530615,0.9030612244897959,0.8878220977026111,0.03412108483610406
57,2,3,1,0.45408163265306123,0.7704081632653061,0.8757915061240873,0.019253357244552422
143,1,1,3,0.37142857142857144,0.826530612244898,0.8799742916572508,0.03515945869135867
85,10,3,4,0.38979591836734695,0.9591836734693877,0.8818361945062305,0.03556832002512337
93,7,3,4,0.28877551020408165,0.7755102040816326,0.8847690022275765,0.035784976950968654
41,3,2,2,0.1602040816326531,0.7755102040816326,0.882069677652049,0.025834437932656246
13,10,5,1,0.3622448979591837,0.9948979591836735,0.8549483438804687,0.01928599208986033
140,10,2,2,0.463265306122449,0.7551020408163265,0.8834596151471013,0.030807582951035153
127,6,5,4,0.1326530612244898,0.8520408163265306,0.8912060802803065,0.03337402205279318
70,10,2,5,0.3163265306122449,0.7602040816326531,0.8795949399292835,0.036922981133247594
70,7,1,2,0.21530612244897962,0.7653061224489796,0.8871568906491706,0.02701080038819239
118,4,3,5,0.3622448979591837,0.9438775510204082,0.8749841390855817,0.04080931561551805
148,2,5,2,0.37142857142857144,0.9081632653061225,0.8878056862044961,0.032168639819203995
75,3,1,1,0.38979591836734695,0.75,0.8755634776677248,0.018959865317090988
135,7,5,3,0.40816326530612246,0.7602040816326531,0.8793620565685072,0.03574483724030202
18,5,1,5,0.35306122448979593,0.923469387755102,0.8865390142464026,0.03179242395457887
28,2,2,6,0.3622448979591837,0.75,0.8793701153845096,0.036016957270401405
137,2,3,5,0.3346938775510204,0.8418367346938775,0.874228251995373,0.04151403893970594
90,10,2,2,0.10510204081632654,0.8214285714285714,0.8850013576626325,0.025955501591166875
141,3,1,3,0.3438775510204082,0.8061224489795918,0.8817554540093937,0.035012114184834374
119,2,1,6,0.2979591836734694,0.9183673469387755,0.874089213376587,0.0417117708880931
127,5,1,4,0.1510204081632653,0.9030612244897959,0.8907441384783579,0.03381250758197555
97,7,2,8,0.05918367346938776,0.7857142857142857,0.8902366843866137,0.03488785449592909
41,2,3,3,0.2795918367346939,0.7653061224489796,0.8888129555512739,0.02991627142613257
61,5,1,8,0.3989795918367347,0.7653061224489796,0.8619699419842227,0.045528818389247515
77,4,5,4,0.1326530612244898,0.8214285714285714,0.8926510103132691,0.03177263929060841
16,10,5,4,0.3163265306122449,0.8163265306122449,0.8868344551025111,0.029540055226195835
77,8,1,4,0.10510204081632654,0.8316326530612245,0.8918985030944738,0.031082903126105933
67,6,5,4,0.40816326530612246,0.7959183673469388,0.881008692161688,0.03528501522887918
107,10,2,5,0.1142857142857143,0.7704081632653061,0.8910545897007871,0.03334304032391358
147,7,3,5,0.42653061224489797,0.75,0.8621427268274814,0.044789587526715226
135,3,2,4,0.1142857142857143,0.8877551020408163,0.8916367352193146,0.033514585036256435
45,10,3,1,0.40816326530612246,0.9642857142857143,0.8730754457164853,0.017950504988103796
24,6,3,3,0.24285714285714288,0.9081632653061225,0.886828707944905,0.02736968084946333
74,6,5,2,0.18775510204081636,0.9489795918367346,0.887579872663295,0.02734542851701407
91,5,2,1,0.16938775510204085,0.8775510204081632,0.8729757340038895,0.01753019417186205
12,10,1,1,0.47244897959183674,0.8775510204081632,0.8570162394717796,0.019852680982525305
19,2,1,8,0.4908163265306123,0.9693877551020408,0.8652475320221686,0.04152495626552219
55,6,2,6,0.5,0.8877551020408163,0.8654341503799328,0.03976694397669128
137,10,2,5,0.38979591836734695,0.9285714285714286,0.8731717470922006,0.04202413351915908
114,5,3,5,0.1602040816326531,0.9285714285714286,0.888038508145376,0.03420995017871773
126,3,1,2,0.05,0.9336734693877551,0.8816259730225527,0.025468584781245595
24,10,1,1,0.06836734693877551,0.7602040816326531,0.830321834440859,0.019481433702463365
111,4,5,6,0.3163265306122449,0.9183673469387755,0.8746356844309782,0.041481060397084955
77,3,1,8,0.08673469387755103,0.8877551020408163,0.8884990443076952,0.03510223807658007
81,7,2,1,0.5,0.9285714285714286,0.8770756819302247,0.019980905138237578
66,7,5,2,0.4908163265306123,0.8571428571428571,0.8860212285983834,0.029485815587750572
37,4,5,5,0.5,0.9795918367346939,0.8789836118220145,0.033385511599539876
50,10,3,1,0.14183673469387756,0.8163265306122449,0.8630016952781705,0.017415789706629475
123,10,1,6,0.23367346938775513,0.9744897959183674,0.8801165412791045,0.03884345749582041
81,2,2,1,0.3989795918367347,0.9183673469387755,0.8764208850523469,0.019250784111006426
143,2,2,2,0.3622448979591837,0.7704081632653061,0.8861040365312569,0.03066570322071517
32,6,2,3,0.22448979591836737,0.8367346938775511,0.8870412987100391,0.02734473956779969
122,3,3,5,0.23367346938775513,0.8622448979591837,0.883406191526981,0.03724307845691474
150,8,1,1,0.3622448979591837,0.9642857142857143,0.8785828103797663,0.020545190792567638
46,7,3,2,0.3346938775510204,0.9081632653061225,0.8866780710460209,0.02761479390451211
142,4,2,8,0.05918367346938776,0.8112244897959183,0.8900601216634013,0.03566708674963879
140,4,1,3,0.35306122448979593,0.7653061224489796,0.8814530985265548,0.03480951660782633
123,5,5,4,0.23367346938775513,0.8520408163265306,0.8868146319636777,0.03528204105157851
121,10,3,4,0.40816326530612246,0.8622448979591837,0.8767191784495125,0.03857644396127713
67,5,3,5,0.3346938775510204,0.7857142857142857,0.8788660877911868,0.03647032764248448
118,6,2,3,0.3438775510204082,0.846938775510204,0.885539870783259,0.03347598711591424
141,3,1,8,0.2979591836734694,0.8571428571428571,0.8739531035224821,0.04512100096812883
90,6,2,6,0.3989795918367347,0.8724489795918368,0.8711225674244681,0.04225839250490162
139,2,1,5,0.3806122448979592,0.8418367346938775,0.8697605391799075,0.040915613310335504
79,7,3,8,0.24285714285714288,0.8418367346938775,0.8772416060144833,0.0405314542238111
132,5,2,3,0.3163265306122449,0.8520408163265306,0.8863356462018173,0.034650528086224645
146,10,2,1,0.3989795918367347,0.9948979591836735,0.8788832091028802,0.020838379798982103
40,5,1,2,0.45408163265306123,0.9642857142857143,0.8858029385643937,0.02744136935003781
90,3,2,6,0.42653061224489797,0.9132653061224489,0.8664301271014929,0.04146962179857812
99,4,5,3,0.4908163265306123,0.8214285714285714,0.8798214922715326,0.03509904837149985
89,6,1,3,0.2979591836734694,0.9387755102040816,0.888499818546595,0.0325522347503804
141,3,3,6,0.3163265306122449,0.8367346938775511,0.8708221992750131,0.042369756691659
36,5,1,4,0.16938775510204085,0.9285714285714286,0.8906040868896332,0.030404040031090623
137,8,5,2,0.3622448979591837,0.9132653061224489,0.8881586286029963,0.03113193198156174
14,10,2,2,0.1142857142857143,0.9642857142857143,0.8562805379267735,0.02652592051151479
55,3,2,5,0.2979591836734694,0.75,0.8827459301160621,0.03508570629531868
13,7,5,1,0.4816326530612245,0.7602040816326531,0.8580044168278644,0.019009725775188707
73,3,5,8,0.27040816326530615,0.8928571428571428,0.8760378795535692,0.04192229623492598
67,5,1,6,0.24285714285714288,0.9132653061224489,0.8827182105697621,0.03743482584843494
99,4,1,6,0.3163265306122449,0.8316326530612245,0.871319692881538,0.041047771894088925
67,1,5,1,0.30714285714285716,0.8826530612244898,0.8747689251138265,0.01811731584871047
87,10,3,6,0.4908163265306123,0.826530612244898,0.8621673812089526,0.04488381599263712
21,3,5,6,0.37142857142857144,0.7908163265306123,0.8832897539102137,0.03432745151676482
145,7,2,2,0.24285714285714288,0.8571428571428571,0.8894427413566492,0.03064332373518166
96,4,5,1,0.4816326530612245,0.8010204081632653,0.8774453820645127,0.020033767451263906
74,7,1,3,0.18775510204081636,0.8724489795918368,0.8912017105237476,0.030668883685384486
85,7,3,1,0.3163265306122449,0.7755102040816326,0.876363433383703,0.01910445594809706
68,3,3,6,0.45408163265306123,0.8163265306122449,0.8636216573891898,0.042248564927441175
92,2,2,1,0.08673469387755103,0.9744897959183674,0.8647083109667596,0.01775653165732874
61,2,1,5,0.06836734693877551,0.9183673469387755,0.8910836192630741,0.031119960290665633
90,4,3,5,0.32551020408163267,0.9387755102040816,0.8790583112598509,0.037733722962254995
19,7,1,8,0.32551020408163267,0.7755102040816326,0.8760554512082444,0.03602136389597613
98,4,5,4,0.2612244897959184,0.9336734693877551,0.8879291457216785,0.03445017482205995
148,1,1,4,0.28877551020408165,0.8214285714285714,0.8795621025713054,0.03757899920595446
128,1,1,5,0.32551020408163267,0.8877551020408163,0.8740466965745194,0.04041644973804089
56,6,1,6,0.3163265306122449,0.9438775510204082,0.878312242424884,0.03687956715402226
144,2,1,4,0.12346938775510205,0.8928571428571428,0.8915489643810772,0.03369087611624041
103,4,1,3,0.22448979591836737,0.8316326530612245,0.8894658835335962,0.03193373187240336
71,10,2,2,0.1142857142857143,0.9744897959183674,0.8836399570766551,0.025936684884785184
58,1,1,5,0.1602040816326531,0.923469387755102,0.8908564025484871,0.032624982116409115
58,3,5,2,0.28877551020408165,0.7908163265306123,0.8878558152701227,0.02774551471655168
28,2,5,2,0.1142857142857143,0.9132653061224489,0.871354066913147,0.024792753827508143
118,10,3,8,0.42653061224489797,0.8214285714285714,0.8577940680638955,0.04809225187497874
54,7,2,6,0.1785714285714286,0.9795918367346939,0.888706467520783,0.03467417328529584
114,1,3,3,0.25204081632653064,0.8826530612244898,0.8898641019921042,0.032923543270026015
15,6,1,6,0.42653061224489797,0.9489795918367346,0.8814693537497824,0.032344885590637036
124,2,2,4,0.08673469387755103,0.9489795918367346,0.8927858936987743,0.03241798931121364
109,1,1,4,0.3622448979591837,0.8622448979591837,0.8777591201889952,0.036692761512815385
70,4,2,5,0.3622448979591837,0.8826530612244898,0.8774384495542227,0.03723549509496379
141,2,1,4,0.05,0.9948979591836735,0.8920331896294126,0.031180403590246313
16,10,2,6,0.2979591836734694,0.923469387755102,0.8874504203461051,0.031829763291687706
142,3,5,1,0.1969387755102041,0.9948979591836735,0.8764270742044875,0.019027489976567086
117,5,3,4,0.08673469387755103,0.8979591836734694,0.8930657737780902,0.03218226612821169
131,8,1,8,0.05918367346938776,0.8418367346938775,0.8900229097212291,0.035472200022880526
106,3,1,8,0.23367346938775513,0.9897959183673469,0.8788171072177889,0.042059234698990824
66,5,3,4,0.22448979591836737,0.7653061224489796,0.8899557105487181,0.033159869333363325
114,7,2,2,0.07755102040816328,0.9387755102040816,0.8847838971340429,0.026214004622188973
52,1,2,8,0.3622448979591837,0.8724489795918368,0.8718954331374266,0.04165131266113909
30,3,5,8,0.2795918367346939,0.9438775510204082,0.8825621085356982,0.03638240432514813
125,7,2,1,0.14183673469387756,0.8214285714285714,0.8737625330926451,0.017765360796812485
38,7,2,8,0.23367346938775513,0.9846938775510203,0.8830441139846489,0.03622732250265431
150,4,3,4,0.16938775510204085,0.8112244897959183,0.8882887901343406,0.03487999863291787
129,8,1,8,0.38979591836734695,0.8622448979591837,0.8670452618991666,0.04602962303566134
40,1,2,4,0.27040816326530615,0.826530612244898,0.8901683473241513,0.03210094722814161
118,10,1,1,0.16938775510204085,0.8520408163265306,0.8746961681886171,0.017954141118728385
65,2,5,2,0.37142857142857144,0.7551020408163265,0.8874386247770254,0.02831625881184791
105,7,1,4,0.1602040816326531,0.7908163265306123,0.8904726155584123,0.03287625270717046
39,6,5,5,0.23367346938775513,0.8316326530612245,0.8891491122986804,0.03275898086949145
121,6,1,6,0.20612244897959187,0.8112244897959183,0.8797102155365224,0.038819461046944156
40,10,3,1,0.1602040816326531,0.7959183673469388,0.8614459522928793,0.01814335777494154
133,7,1,3,0.16938775510204085,0.9387755102040816,0.8915164308009578,0.0323292632075116
59,6,1,1,0.37142857142857144,0.846938775510204,0.8747108469312476,0.018236393704733615
47,10,1,4,0.23367346938775513,0.9030612244897959,0.8900182364562018,0.03143050547734291
134,6,1,5,0.30714285714285716,0.7704081632653061,0.8714534033712757,0.04028372024347289
147,6,2,3,0.47244897959183674,0.7959183673469388,0.8759818962877028,0.036787142463663554
32,5,5,8,0.27040816326530615,0.9081632653061225,0.8824390177693833,0.03570886462073595
96,1,2,6,0.4357142857142857,0.8775510204081632,0.8662565825360564,0.044493556410683234
79,5,1,2,0.23367346938775513,0.7653061224489796,0.8874745231388874,0.028040842393412254
28,7,5,5,0.22448979591836737,0.8214285714285714,0.8902585796708145,0.031555836354006855
109,5,5,6,0.30714285714285716,0.9183673469387755,0.8758358782749827,0.039908966865328785
141,4,5,4,0.32551020408163267,0.8418367346938775,0.8794656236414774,0.0372250100997197
114,2,5,3,0.16938775510204085,0.8622448979591837,0.8917481288968051,0.03210729994913541
138,4,5,3,0.05918367346938776,0.8163265306122449,0.89000870174676,0.028869823288463548
54,4,5,5,0.40816326530612246,0.8724489795918368,0.8776045044771041,0.03583287906985611
109,2,3,3,0.25204081632653064,0.8826530612244898,0.8901635470760996,0.033158492812663753
50,5,5,2,0.05918367346938776,0.75,0.8705122929790873,0.024819362952288225
104,10,5,3,0.16938775510204085,0.9897959183673469,0.891626931482851,0.031243468435125103
143,2,2,4,0.24285714285714288,0.923469387755102,0.8849276962320999,0.03664217951366375
110,6,2,3,0.42653061224489797,0.9948979591836735,0.8845682139990134,0.03404783815597664
93,10,2,8,0.1969387755102041,0.8724489795918368,0.8785858959746722,0.040734552029627974
87,1,2,4,0.23367346938775513,0.7653061224489796,0.8875374200246823,0.03336652771925493
36,7,1,2,0.28877551020408165,0.7653061224489796,0.8845355978171181,0.02548429941201785
34,6,2,8,0.10510204081632654,0.8826530612244898,0.8882886958179887,0.034574872126350596
12,10,1,2,0.2979591836734694,0.9336734693877551,0.8724145238443257,0.024430788853508873
29,3,1,2,0.40816326530612246,0.8673469387755102,0.8844879354399845,0.026805983101620703
43,10,1,2,0.12346938775510205,0.8418367346938775,0.8792632534142724,0.025078953112365143
91,5,1,1,0.1602040816326531,0.9846938775510203,0.8722237428964799,0.01759676329177825
116,4,5,2,0.4816326530612245,0.9387755102040816,0.8865900806223674,0.03166336199475194
40,8,1,2,0.16938775510204085,0.8010204081632653,0.8815425345623125,0.024778280090617215
147,8,1,3,0.3163265306122449,0.9948979591836735,0.8860301482940853,0.03438623625499981
145,6,2,1,0.28877551020408165,0.7857142857142857,0.8778781997681584,0.020237101961918885
111,10,1,1,0.05,0.9387755102040816,0.8588968229458355,0.018338272972580748
52,1,2,6,0.463265306122449,0.846938775510204,0.8668810586733509,0.03844309384798239
138,10,2,6,0.38979591836734695,0.8316326530612245,0.8653501528656509,0.04609428394845388
75,3,5,3,0.4908163265306123,0.7806122448979592,0.8809601345527694,0.03277545585893958
122,1,5,6,0.09591836734693879,0.8571428571428571,0.8903010332779739,0.034285469336448125
64,7,3,3,0.1142857142857143,0.7704081632653061,0.8890988314899693,0.02853297699366547
61,10,3,4,0.1326530612244898,0.846938775510204,0.8915437685378403,0.03117317387646948
88,5,2,3,0.08673469387755103,0.7959183673469388,0.8894818970134297,0.028517402764674637
11,3,1,4,0.24285714285714288,0.7704081632653061,0.8822436116053003,0.027809288079330093
49,2,3,6,0.4816326530612245,0.8010204081632653,0.8642027443836829,0.03969780188241135
10,8,1,6,0.12346938775510205,0.9540816326530612,0.8839552429167885,0.029484439884133365
100,3,1,6,0.16938775510204085,0.8112244897959183,0.8839957718480412,0.03696524548711021
48,1,1,8,0.4173469387755102,0.8214285714285714,0.8620701746140915,0.043764749093310545
30,2,3,4,0.3989795918367347,0.9132653061224489,0.8880451233450459,0.03126343692253318
104,2,1,2,0.22448979591836737,0.8163265306122449,0.8896100481538776,0.02926216387319878
116,6,3,4,0.10510204081632654,0.7755102040816326,0.893108147701843,0.032766306476801794
31,4,3,5,0.1510204081632653,0.9591836734693877,0.8913373327584972,0.03172336190746612
106,1,5,2,0.5,0.9795918367346939,0.8868962404574245,0.0313553901610757
132,7,3,3,0.08673469387755103,0.7602040816326531,0.8915919843906457,0.030187821434050528
104,1,3,2,0.07755102040816328,0.846938775510204,0.8841002813886303,0.025716814203676754
132,4,2,8,0.08673469387755103,0.9744897959183674,0.8867936073377198,0.03587439992112319
104,5,2,6,0.25204081632653064,0.8112244897959183,0.8762621169084044,0.040172418584598545
126,3,1,4,0.4908163265306123,0.7959183673469388,0.8653767494161304,0.03756473421133794
66,1,2,1,0.2795918367346939,1.0,0.8738592522009716,0.018095409692298406
88,2,1,2,0.42653061224489797,0.8061224489795918,0.8865063543817423,0.029718970265877977
128,10,3,5,0.3989795918367347,0.7857142857142857,0.8683395524918673,0.04187920586249145
148,2,5,5,0.45408163265306123,0.923469387755102,0.8671155105098416,0.042766103202481566
67,2,1,3,0.30714285714285716,0.8316326530612245,0.8887662328552187,0.03150902054330721
118,6,5,8,0.463265306122449,0.7602040816326531,0.8524674788797798,0.05157585848778831
43,4,2,1,0.2612244897959184,0.8112244897959183,0.8694477030876617,0.017318854163636013
68,7,2,6,0.07755102040816328,0.7908163265306123,0.8918866313229911,0.032746124556101694
95,1,3,6,0.20612244897959187,0.9591836734693877,0.8850148077122504,0.03734438796623085
142,3,1,6,0.37142857142857144,0.9591836734693877,0.8718834144318707,0.04487333566102736
86,5,2,6,0.23367346938775513,0.8571428571428571,0.883201022334216,0.038498432392148695
37,5,1,1,0.1510204081632653,0.7704081632653061,0.8596768643241093,0.019026562982616357
75,1,1,5,0.1326530612244898,0.9744897959183674,0.8915956269034588,0.03313399020532315
150,4,2,5,0.42653061224489797,0.9591836734693877,0.8699417689143607,0.04203647842504105
62,5,1,2,0.23367346938775513,0.846938775510204,0.8871871304284992,0.02735750037920257
79,10,3,8,0.22448979591836737,0.9948979591836735,0.8795627624632603,0.03921287642556153
74,7,3,2,0.23367346938775513,0.9897959183673469,0.8886805430291126,0.028399807754127603
53,4,2,2,0.2612244897959184,0.8622448979591837,0.8870001481925958,0.02738893890382363
76,10,5,4,0.37142857142857144,0.8622448979591837,0.8830305919673516,0.034718099566834
141,5,2,6,0.3438775510204082,0.8163265306122449,0.8699570700684719,0.04367170383715581
130,6,2,5,0.07755102040816328,0.7653061224489796,0.8924166575310033,0.03274926641127166
113,8,3,3,0.4173469387755102,0.8928571428571428,0.882655809549477,0.03381145273817897
135,4,1,4,0.3163265306122449,0.8316326530612245,0.8795144177864149,0.03731235270360181
87,1,1,8,0.21530612244897962,0.7908163265306123,0.8782878490585201,0.04136866398320773
50,2,5,8,0.1510204081632653,0.7653061224489796,0.8856055956704129,0.0359150345809168
60,3,5,1,0.5,0.7653061224489796,0.8756718602974831,0.01912972358737217
129,4,2,8,0.09591836734693879,0.7908163265306123,0.8860582509915143,0.03797122976762952
99,1,5,1,0.45408163265306123,0.7959183673469388,0.8773795572834331,0.020193493001921664
146,1,3,3,0.1142857142857143,0.7908163265306123,0.8918724788653515,0.03095430494108566
49,4,3,3,0.12346938775510205,0.8010204081632653,0.8883100059978946,0.028042164595242877
68,1,1,5,0.30714285714285716,0.9693877551020408,0.8825602244989807,0.03554181257342455
98,2,3,2,0.4448979591836735,0.9846938775510203,0.8882263604913498,0.030584870280238194
70,6,2,4,0.32551020408163267,0.8724489795918368,0.8853042260105283,0.03461166443327261
123,3,2,3,0.4816326530612245,0.8316326530612245,0.8770808010036508,0.034915119524891305
19,6,3,1,0.4173469387755102,0.8214285714285714,0.863788318787712,0.01773347716902154
107,6,1,1,0.4908163265306123,0.9846938775510203,0.8779756147874587,0.02077141078608323
64,4,2,8,0.45408163265306123,0.9642857142857143,0.8676983578303896,0.04381699585059303
29,3,5,6,0.27040816326530615,0.8316326530612245,0.8870009115474703,0.03388769796106366
59,5,5,5,0.09591836734693879,0.7653061224489796,0.8917352692254296,0.032077915065795166
14,8,1,2,0.23367346938775513,0.8775510204081632,0.8710433320042277,0.02459456829243977
110,4,2,3,0.22448979591836737,0.8826530612244898,0.890353513272869,0.03317279126099561
145,1,1,8,0.2612244897959184,0.7908163265306123,0.8738678194871328,0.044712632917611385
22,6,3,1,0.1326530612244898,0.8877551020408163,0.8462741251645344,0.021663948645759497
110,2,5,4,0.463265306122449,0.9489795918367346,0.8775561367157274,0.037115777250007746
63,10,2,4,0.1510204081632653,0.9489795918367346,0.8920166335589473,0.03160100290914883
16,8,3,5,0.3438775510204082,0.9693877551020408,0.8889706984361407,0.03220099243753204
42,2,3,4,0.4173469387755102,0.8061224489795918,0.8841109469664781,0.033609645787800665
69,3,3,3,0.28877551020408165,0.8010204081632653,0.8890207578746117,0.03151579202998381
67,6,1,5,0.21530612244897962,0.7755102040816326,0.88690291532314,0.034472683800525886
120,3,1,6,0.22448979591836737,0.8214285714285714,0.8779619882886947,0.03976838796064151
100,3,3,8,0.06836734693877551,0.7602040816326531,0.8895249263316538,0.03476516347025469
123,2,1,3,0.16938775510204085,0.8724489795918368,0.8912753683951958,0.031693230471528964
29,6,1,3,0.3346938775510204,0.7704081632653061,0.8864238025031392,0.027833484833984942
32,3,5,4,0.20612244897959187,0.9693877551020408,0.8911696149469851,0.03030748784217784
34,5,3,1,0.1142857142857143,0.9897959183673469,0.8527684518393441,0.020153058240117774
33,3,2,5,0.32551020408163267,0.8163265306122449,0.8858532184113576,0.03346134355865851
126,10,5,3,0.3163265306122449,0.7857142857142857,0.8872908794281211,0.03455113541622876
52,6,3,1,0.3346938775510204,0.9336734693877551,0.8731149517937543,0.017449245920558857
17,2,2,4,0.42653061224489797,0.7959183673469388,0.8856462731935042,0.029324871497875053
74,4,2,4,0.20612244897959187,0.846938775510204,0.8904376723465477,0.033009147284877825
37,7,3,1,0.16938775510204085,0.9183673469387755,0.8607210802453945,0.017826942377906493
133,8,3,8,0.1326530612244898,0.9387755102040816,0.8836235824272108,0.03877802709796217
117,4,1,1,0.3346938775510204,0.8775510204081632,0.8781586064990288,0.020153188644545163
72,4,1,8,0.32551020408163267,0.9897959183673469,0.875080715549734,0.04215226283667376
109,8,5,2,0.45408163265306123,0.8673469387755102,0.8867408685463507,0.03149488867248862
10,1,5,3,0.25204081632653064,0.8826530612244898,0.876699086271274,0.026704169631934574
105,4,3,6,0.21530612244897962,0.8673469387755102,0.8818250199695019,0.0384839529684321
121,5,5,3,0.10510204081632654,0.7602040816326531,0.8918463437197618,0.0301814120276475
71,4,3,5,0.20612244897959187,0.9132653061224489,0.8889953739285255,0.03431331034516198
145,10,3,8,0.1510204081632653,0.9642857142857143,0.8809028945922575,0.039780914387345524
97,1,2,3,0.1602040816326531,0.7806122448979592,0.8914459709902685,0.03126762440356584
125,1,3,4,0.10510204081632654,0.8061224489795918,0.8929545933986671,0.03276481071571838
104,7,3,1,0.1510204081632653,0.7653061224489796,0.8729001593012459,0.017350743173855845
76,10,5,4,0.4357142857142857,0.7755102040816326,0.8758277465830144,0.035511307186747686
14,7,2,1,0.42653061224489797,1.0,0.8582822286730563,0.018806464979814645
114,6,5,5,0.14183673469387756,0.9387755102040816,0.8901671269851089,0.03431253303583952
106,7,1,5,0.28877551020408165,0.8418367346938775,0.8777782896034991,0.03840827833690109
75,3,1,4,0.16938775510204085,0.7806122448979592,0.8905593175479206,0.031908793739782
20,4,2,8,0.4816326530612245,0.9897959183673469,0.8695845096864661,0.03778337178102765
71,3,1,1,0.45408163265306123,0.9591836734693877,0.8764486592536482,0.019711460280789083
69,2,2,1,0.463265306122449,0.8010204081632653,0.87589888916078,0.019030419798363264
125,4,5,3,0.3346938775510204,0.9846938775510203,0.8879476000689703,0.03509090815755718
52,2,2,3,0.16938775510204085,0.7602040816326531,0.8893520568449077,0.028618459133303346
102,3,2,3,0.09591836734693879,0.923469387755102,0.8908429643254951,0.029960743963692228
41,10,1,3,0.07755102040816328,0.923469387755102,0.8813800560615452,0.027172413377476595
144,10,5,1,0.1785714285714286,0.9744897959183674,0.8762547185954239,0.01881747791760141
53,7,2,4,0.2979591836734694,0.9183673469387755,0.8892269311944918,0.03337490183196057
13,10,1,4,0.24285714285714288,0.9336734693877551,0.8852439815453541,0.028812848125396837
54,6,1,5,0.2979591836734694,0.9387755102040816,0.8844382380639604,0.034008604796522034
103,4,1,1,0.38979591836734695,0.9336734693877551,0.8773424270359069,0.019856367648063023
60,5,5,1,0.05918367346938776,0.7959183673469388,0.8509363851426456,0.020793075326820783
28,5,3,3,0.14183673469387756,0.8367346938775511,0.8834382931943545,0.026942972064202514
54,5,5,5,0.27040816326530615,0.9387755102040816,0.8881050225197847,0.034153963601203895
32,8,2,1,0.45408163265306123,0.9132653061224489,0.871027792099684,0.017419447055369068
63,6,3,6,0.4448979591836735,0.9948979591836735,0.8729143384833058,0.04012000337503849
37,2,3,4,0.42653061224489797,0.9489795918367346,0.8865504360258446,0.033289811104731844
74,5,3,8,0.1785714285714286,0.8010204081632653,0.8807627849590997,0.03837046802942963
116,5,1,1,0.35306122448979593,0.9795918367346939,0.878032702046911,0.019955942272415365
136,4,5,3,0.18775510204081636,0.7908163265306123,0.8909432869785876,0.03313164935947319
